,SiteName,LocationName,GenericLocation,Session,OrdSession,RevenueType,Wine,Date,Day,OrdDay,Revenue
59943,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-10-25,Sunday,7_Sunday,352.37000000000006
59944,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-10-27,Tuesday,2_Tuesday,960.25
59945,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-10-28,Wednesday,3_Wednesday,1216.0900000000001
59946,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-10-29,Thursday,4_Thursday,1660.3700000000001
59947,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-10-30,Friday,5_Friday,3311.31
59948,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-10-31,Saturday,6_Saturday,4065.81
59949,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-11-01,Sunday,7_Sunday,333.79
59950,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-11-03,Tuesday,2_Tuesday,4273.19
59951,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-11-04,Wednesday,3_Wednesday,5281.179999999999
59952,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-12-02,Wednesday,3_Wednesday,1286.52
59953,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-12-03,Thursday,4_Thursday,2123.05
59954,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-12-04,Friday,5_Friday,4015.35
59955,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-12-05,Saturday,6_Saturday,4305.58
59956,Butlers Wharf Chophouse,Restaurant,Restaurant,Dinner,3,Food,Non-Wine,2020-12-06,Sunday,7_Sunday,281.43
60170,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-01,Friday,5_Friday,123.5
60171,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-02,Saturday,6_Saturday,56.11
60172,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-03,Sunday,7_Sunday,391.28999999999996
60173,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-04,Monday,1_Monday,30.83
60174,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-05,Tuesday,2_Tuesday,15.0
60175,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-06,Wednesday,3_Wednesday,23.34
60176,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-07,Thursday,4_Thursday,145.24
60177,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-08,Friday,5_Friday,9.99
60178,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-09,Saturday,6_Saturday,122.91999999999999
60179,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-10,Sunday,7_Sunday,259.29999999999995
60180,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-11,Monday,1_Monday,116.21000000000001
60181,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-12,Tuesday,2_Tuesday,60.83
60182,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-13,Wednesday,3_Wednesday,43.53
60183,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-14,Thursday,4_Thursday,78.1
60184,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-15,Friday,5_Friday,226.7
60185,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-16,Saturday,6_Saturday,17.41
60186,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-17,Sunday,7_Sunday,411.09
60187,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-18,Monday,1_Monday,42.89
60188,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-19,Tuesday,2_Tuesday,16.240000000000002
60189,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-20,Wednesday,3_Wednesday,52.879999999999995
60190,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-21,Thursday,4_Thursday,67.83
60191,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-22,Friday,5_Friday,46.67
60192,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-23,Saturday,6_Saturday,30.840000000000003
60193,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-24,Sunday,7_Sunday,288.08
60194,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-25,Monday,1_Monday,51.21
60195,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-26,Tuesday,2_Tuesday,50.44
60196,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-27,Wednesday,3_Wednesday,52.27
60197,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-28,Thursday,4_Thursday,41.63
60198,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-29,Friday,5_Friday,72.14
60199,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-11-30,Saturday,6_Saturday,284.64
60200,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-01,Sunday,7_Sunday,229.5
60201,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-02,Monday,1_Monday,10.0
60202,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-03,Tuesday,2_Tuesday,103.7
60203,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-04,Wednesday,3_Wednesday,529.3100000000001
60204,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-05,Thursday,4_Thursday,107.88
60205,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-06,Friday,5_Friday,218.26
60206,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-07,Saturday,6_Saturday,174.20999999999998
60207,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-08,Sunday,7_Sunday,352.89000000000004
60208,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2019-12-09,Monday,1_Monday,28.32
60377,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-01,Thursday,4_Thursday,159.9
60378,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-02,Friday,5_Friday,118.51
60379,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-03,Saturday,6_Saturday,222.86
60380,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-04,Sunday,7_Sunday,300.74999999999994
60381,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-06,Tuesday,2_Tuesday,3.81
60382,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-07,Wednesday,3_Wednesday,50.88
60383,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-08,Thursday,4_Thursday,12.57
60384,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-09,Friday,5_Friday,74.04
60385,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-10,Saturday,6_Saturday,295.88
60386,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-11,Sunday,7_Sunday,499.93000000000006
60387,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-13,Tuesday,2_Tuesday,17.4
60388,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-14,Wednesday,3_Wednesday,67.25
60389,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-15,Thursday,4_Thursday,13.52
60390,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-16,Friday,5_Friday,121.79999999999998
60391,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-17,Saturday,6_Saturday,153.04000000000002
60392,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-18,Sunday,7_Sunday,407.01
60393,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-20,Tuesday,2_Tuesday,108.30000000000001
60394,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-21,Wednesday,3_Wednesday,161.79
60395,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-22,Thursday,4_Thursday,119.17
60396,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-23,Friday,5_Friday,160.18
60397,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-24,Saturday,6_Saturday,172.75
60398,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-25,Sunday,7_Sunday,434.42999999999995
60399,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-27,Tuesday,2_Tuesday,70.36
60400,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-28,Wednesday,3_Wednesday,108.57
60401,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-29,Thursday,4_Thursday,78.04
60402,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-30,Friday,5_Friday,62.949999999999996
60403,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-10-31,Saturday,6_Saturday,288.40999999999997
60404,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-11-01,Sunday,7_Sunday,612.27
60405,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-11-03,Tuesday,2_Tuesday,114.89
60406,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-11-04,Wednesday,3_Wednesday,222.97999999999996
60407,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-12-02,Wednesday,3_Wednesday,22.32
60408,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-12-03,Thursday,4_Thursday,62.51
60409,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-12-04,Friday,5_Friday,109.67999999999999
60410,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-12-05,Saturday,6_Saturday,289.05
60411,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Non-Wine,2020-12-06,Sunday,7_Sunday,282.97
60624,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-01,Friday,5_Friday,108.33
60625,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-02,Saturday,6_Saturday,104.80000000000001
60626,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-03,Sunday,7_Sunday,727.11
60627,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-05,Tuesday,2_Tuesday,137.07999999999998
60628,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-06,Wednesday,3_Wednesday,6.04
60629,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-07,Thursday,4_Thursday,399.78
60630,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-08,Friday,5_Friday,119.59
60631,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-09,Saturday,6_Saturday,172.3
60632,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-10,Sunday,7_Sunday,605.6200000000001
60633,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-11,Monday,1_Monday,325.64
60634,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-12,Tuesday,2_Tuesday,155.83
60635,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-13,Wednesday,3_Wednesday,21.04
60636,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-14,Thursday,4_Thursday,315.21000000000004
60637,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-15,Friday,5_Friday,70.0
60638,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-16,Saturday,6_Saturday,160.42000000000002
60639,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-17,Sunday,7_Sunday,566.6899999999999
60640,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-18,Monday,1_Monday,40.0
60641,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-19,Tuesday,2_Tuesday,180.0
60642,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-20,Wednesday,3_Wednesday,340.84000000000003
60643,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-21,Thursday,4_Thursday,181.26
60644,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-22,Friday,5_Friday,83.34
60645,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-23,Saturday,6_Saturday,103.32
60646,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-24,Sunday,7_Sunday,764.1700000000001
60647,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-25,Monday,1_Monday,180.84000000000003
60648,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-26,Tuesday,2_Tuesday,131.25
60649,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-27,Wednesday,3_Wednesday,365.61
60650,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-28,Thursday,4_Thursday,375.62
60651,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-29,Friday,5_Friday,284.55
60652,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-11-30,Saturday,6_Saturday,430.42999999999995
60653,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-01,Sunday,7_Sunday,987.69
60654,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-02,Monday,1_Monday,50.0
60655,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-03,Tuesday,2_Tuesday,575.04
60656,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-04,Wednesday,3_Wednesday,1101.62
60657,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-05,Thursday,4_Thursday,504.17
60658,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-06,Friday,5_Friday,954.11
60659,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-07,Saturday,6_Saturday,349.56
60660,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-08,Sunday,7_Sunday,639.1700000000001
60661,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2019-12-09,Monday,1_Monday,231.05
60828,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-01,Thursday,4_Thursday,322.50000000000006
60829,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-02,Friday,5_Friday,164.99
60830,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-03,Saturday,6_Saturday,371.65999999999997
60831,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-04,Sunday,7_Sunday,574.35
60832,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-06,Tuesday,2_Tuesday,25.42
60833,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-07,Wednesday,3_Wednesday,37.5
60834,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-08,Thursday,4_Thursday,41.67
60835,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-09,Friday,5_Friday,269.37
60836,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-10,Saturday,6_Saturday,442.72
60837,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-11,Sunday,7_Sunday,1251.4099999999999
60838,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-13,Tuesday,2_Tuesday,32.29
60839,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-14,Wednesday,3_Wednesday,168.74
60840,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-15,Thursday,4_Thursday,25.0
60841,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-16,Friday,5_Friday,135.21
60842,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-17,Saturday,6_Saturday,74.59
60843,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-18,Sunday,7_Sunday,1079.38
60844,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-20,Tuesday,2_Tuesday,219.36
60845,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-21,Wednesday,3_Wednesday,69.58
60846,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-22,Thursday,4_Thursday,259.17
60847,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-23,Friday,5_Friday,247.91000000000003
60848,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-24,Saturday,6_Saturday,533.9699999999999
60849,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-25,Sunday,7_Sunday,965.0
60850,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-27,Tuesday,2_Tuesday,308.31
60851,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-28,Wednesday,3_Wednesday,136.66
60852,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-29,Thursday,4_Thursday,115.43
60853,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-30,Friday,5_Friday,597.31
60854,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-10-31,Saturday,6_Saturday,588.75
60855,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-11-01,Sunday,7_Sunday,757.51
60856,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-11-03,Tuesday,2_Tuesday,233.12
60857,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-11-04,Wednesday,3_Wednesday,262.29
60858,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-12-03,Thursday,4_Thursday,98.74
60859,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-12-04,Friday,5_Friday,530.01
60860,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-12-05,Saturday,6_Saturday,832.51
60861,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Beverage,Wine,2020-12-06,Sunday,7_Sunday,981.8999999999999
60985,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-03,Sunday,7_Sunday,-170.44
60986,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-04,Monday,1_Monday,-51.95
60987,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-05,Tuesday,2_Tuesday,-5.46
60988,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-10,Sunday,7_Sunday,-15.690000000000001
60989,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-11,Monday,1_Monday,-10.3
60990,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-16,Saturday,6_Saturday,-133.01999999999998
60991,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-17,Sunday,7_Sunday,-5.800000000000001
60992,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-21,Thursday,4_Thursday,-51.53
60993,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-24,Sunday,7_Sunday,-120.71000000000001
60994,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-25,Monday,1_Monday,-106.64
60995,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-26,Tuesday,2_Tuesday,-29.37
60996,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-27,Wednesday,3_Wednesday,-28.04
60997,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-11-30,Saturday,6_Saturday,-0.41
60998,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-01,Sunday,7_Sunday,-12.56
60999,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-03,Tuesday,2_Tuesday,-62.650000000000006
61000,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-06,Friday,5_Friday,-10.12
61001,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-08,Sunday,7_Sunday,-115.55000000000001
61002,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2019-12-09,Monday,1_Monday,-19.23
61099,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-03,Saturday,6_Saturday,-27.130000000000003
61100,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-04,Sunday,7_Sunday,-91.67
61101,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-08,Thursday,4_Thursday,-4.71
61102,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-10,Saturday,6_Saturday,-36.4
61103,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-11,Sunday,7_Sunday,-83.39
61104,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-13,Tuesday,2_Tuesday,-57.28
61105,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-17,Saturday,6_Saturday,-42.68000000000001
61106,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-18,Sunday,7_Sunday,-141.68
61107,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-20,Tuesday,2_Tuesday,-13.600000000000001
61108,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-21,Wednesday,3_Wednesday,-10.18
61109,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-23,Friday,5_Friday,-9.74
61110,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-24,Saturday,6_Saturday,-7.629999999999999
61111,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-25,Sunday,7_Sunday,-40.42
61112,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-28,Wednesday,3_Wednesday,-51.71
61113,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-29,Thursday,4_Thursday,-12.85
61114,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-10-31,Saturday,6_Saturday,-16.6
61115,Butlers Wharf Chophouse,Restaurant,Restaurant,Lunch,2,Discounts,Non-Wine,2020-11-01,Sunday,7_Sunday,-8.75
