,Restaurant,As Of Day,Days Before Week Commencing,Reservation Week,Covers,Table,Week,Color,Alpha
989,East 59th,Friday,10,51,105.0,This Week Pickup,Next Week,Purple,1.0
992,Angelica,Friday,10,49,67.0,This Week Pickup,Last Week,Orange,1.0
997,Bluebird Chelsea Private Dining,Friday,10,47,65.0,This Week Pickup,3 Weeks Ago,Blue,0.6
998,Bluebird Chelsea Private Dining,Friday,10,51,42.0,This Week Pickup,Next Week,Purple,1.0
999,Bluebird Chelsea Cafe,Friday,10,51,22.0,This Week Pickup,Next Week,Purple,1.0
1003,Madison Restaurant,Friday,10,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1004,Cantina del Ponte,Friday,10,49,51.0,This Week Pickup,Last Week,Orange,1.0
1008,Angler Restaurant,Friday,10,49,71.0,This Week Pickup,Last Week,Orange,1.0
1009,Plateau,Friday,10,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1011,20 Stories,Friday,10,51,931.0,This Week Pickup,Next Week,Purple,1.0
1016,New Street Grill,Friday,10,47,75.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1017,New Street Grill,Friday,10,49,204.0,This Week Pickup,Last Week,Orange,1.0
1019,Sartoria,Friday,10,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1020,Paternoster Chophouse,Friday,10,51,1734.0,This Week Pickup,Next Week,Purple,1.0
1021,Crafthouse,Friday,10,49,12.0,This Week Pickup,Last Week,Orange,1.0
1022,Paternoster Chophouse,Friday,10,49,984.0,This Week Pickup,Last Week,Orange,1.0
1024,New Street Grill,Friday,10,51,570.0,This Week Pickup,Next Week,Purple,1.0
1026,Issho Restaurant,Friday,10,51,26.0,This Week Pickup,Next Week,Purple,1.0
1027,Issho Restaurant,Friday,10,49,24.0,This Week Pickup,Last Week,Orange,1.0
1028,Sartoria,Friday,10,48,6.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1030,Angelica,Friday,10,51,95.0,This Week Pickup,Next Week,Purple,1.0
1031,Bluebird Chelsea Restaurant,Friday,10,51,685.0,This Week Pickup,Next Week,Purple,1.0
1032,Crafthouse,Friday,10,51,28.0,This Week Pickup,Next Week,Purple,1.0
1033,New Street Wine Shop,Friday,10,49,141.0,This Week Pickup,Last Week,Orange,1.0
1034,New Street Wine Shop,Friday,10,51,261.0,This Week Pickup,Next Week,Purple,1.0
1035,Plateau,Friday,10,51,364.0,This Week Pickup,Next Week,Purple,1.0
1038,Sartoria,Friday,10,51,49.0,This Week Pickup,Next Week,Purple,1.0
1041,Bluebird Chelsea Restaurant,Friday,10,47,114.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1042,Bluebird Chelsea Restaurant,Friday,10,49,358.0,This Week Pickup,Last Week,Orange,1.0
1043,20 Stories,Friday,10,49,755.0,This Week Pickup,Last Week,Orange,1.0
1045,Cantina del Ponte,Saturday,9,49,57.0,This Week Pickup,Last Week,Orange,1.0
1046,Coq d’Argent,Saturday,9,49,541.0,This Week Pickup,Last Week,Orange,1.0
1047,Cantina del Ponte,Saturday,9,50,209.0,This Week Pickup,This Week,Red,1.0
1048,Coq d’Argent,Saturday,9,48,77.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1049,Coq d’Argent,Saturday,9,51,1520.0,This Week Pickup,Next Week,Purple,1.0
1050,Coq d’Argent,Saturday,9,50,1123.0,This Week Pickup,This Week,Red,1.0
1052,Cantina del Ponte,Saturday,9,51,220.0,This Week Pickup,Next Week,Purple,1.0
1054,Blueprint Cafe,Saturday,9,49,100.0,This Week Pickup,Last Week,Orange,1.0
1055,100 Wardour St Lounge Bar,Saturday,9,47,51.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1056,100 Wardour St Lounge Bar,Saturday,9,49,28.0,This Week Pickup,Last Week,Orange,1.0
1058,Fish Market,Saturday,9,51,1589.0,This Week Pickup,Next Week,Purple,1.0
1059,Crafthouse,Saturday,9,51,35.0,This Week Pickup,Next Week,Purple,1.0
1060,Sartoria,Saturday,9,49,19.0,This Week Pickup,Last Week,Orange,1.0
1061,Radici,Saturday,9,51,82.0,This Week Pickup,Next Week,Purple,1.0
1062,Radici,Saturday,9,50,117.0,This Week Pickup,This Week,Red,1.0
1063,Butlers Wharf Chophouse Restaurant,Saturday,9,51,323.0,This Week Pickup,Next Week,Purple,1.0
1064,Butlers Wharf Chophouse Restaurant,Saturday,9,50,271.0,This Week Pickup,This Week,Red,1.0
1065,Butlers Wharf Chophouse Restaurant,Saturday,9,49,191.0,This Week Pickup,Last Week,Orange,1.0
1067,Sartoria,Saturday,9,50,67.0,This Week Pickup,This Week,Red,1.0
1068,Sartoria,Saturday,9,51,49.0,This Week Pickup,Next Week,Purple,1.0
1069,Radici,Saturday,9,49,45.0,This Week Pickup,Last Week,Orange,1.0
1070,100 Wardour St,Saturday,9,51,950.0,This Week Pickup,Next Week,Purple,1.0
1071,100 Wardour St,Saturday,9,50,936.0,This Week Pickup,This Week,Red,1.0
1072,100 Wardour St,Saturday,9,49,562.0,This Week Pickup,Last Week,Orange,1.0
1073,100 Wardour St,Saturday,9,47,313.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1074,Radici,Saturday,9,47,4.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1075,Sartoria,Saturday,9,48,6.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1076,Sartoria,Saturday,9,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1078,100 Wardour St Club Bar,Saturday,9,50,76.0,This Week Pickup,This Week,Red,1.0
1079,Crafthouse,Saturday,9,50,24.0,This Week Pickup,This Week,Red,1.0
1080,Crafthouse,Saturday,9,49,12.0,This Week Pickup,Last Week,Orange,1.0
1082,100 Wardour St Lounge Bar,Saturday,9,51,36.0,This Week Pickup,Next Week,Purple,1.0
1084,100 Wardour St Club Bar,Saturday,9,49,6.0,This Week Pickup,Last Week,Orange,1.0
1087,East 59th,Saturday,9,47,27.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1088,East 59th,Saturday,9,49,43.0,This Week Pickup,Last Week,Orange,1.0
1089,East 59th,Saturday,9,50,107.0,This Week Pickup,This Week,Red,1.0
1090,East 59th,Saturday,9,51,107.0,This Week Pickup,Next Week,Purple,1.0
1091,Fish Market,Saturday,9,50,1024.0,This Week Pickup,This Week,Red,1.0
1092,Fish Market,Saturday,9,49,394.0,This Week Pickup,Last Week,Orange,1.0
1093,100 Wardour St Lounge Bar,Saturday,9,50,25.0,This Week Pickup,This Week,Red,1.0
1095,Bluebird Chelsea Private Dining,Saturday,9,47,65.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1096,Bluebird Chelsea Cafe,Saturday,9,51,28.0,This Week Pickup,Next Week,Purple,1.0
1098,Madison Restaurant,Saturday,9,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1099,Madison Restaurant,Saturday,9,51,10.0,This Week Pickup,Next Week,Purple,1.0
1101,Angelica,Saturday,9,49,69.0,This Week Pickup,Last Week,Orange,1.0
1102,Angelica,Saturday,9,51,95.0,This Week Pickup,Next Week,Purple,1.0
1103,Bluebird Chelsea Cafe,Saturday,9,50,35.0,This Week Pickup,This Week,Red,1.0
1104,New Street Grill,Saturday,9,47,75.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1106,Plateau,Saturday,9,51,353.0,This Week Pickup,Next Week,Purple,1.0
1107,Plateau,Saturday,9,50,472.0,This Week Pickup,This Week,Red,1.0
1108,Plateau,Saturday,9,49,163.0,This Week Pickup,Last Week,Orange,1.0
1109,Plateau,Saturday,9,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1112,Bluebird Chelsea Private Dining,Saturday,9,49,12.0,This Week Pickup,Last Week,Orange,1.0
1113,Bluebird Chelsea Private Dining,Saturday,9,50,64.0,This Week Pickup,This Week,Red,1.0
1114,Bluebird Chelsea Private Dining,Saturday,9,51,42.0,This Week Pickup,Next Week,Purple,1.0
1115,Launceston Place,Saturday,9,51,856.0,This Week Pickup,Next Week,Purple,1.0
1116,Launceston Place,Saturday,9,50,747.0,This Week Pickup,This Week,Red,1.0
1117,Launceston Place,Saturday,9,49,354.0,This Week Pickup,Last Week,Orange,1.0
1119,20 Stories,Saturday,9,51,960.0,This Week Pickup,Next Week,Purple,1.0
1120,20 Stories,Saturday,9,49,781.0,This Week Pickup,Last Week,Orange,1.0
1123,Pont de la Tour,Saturday,9,49,54.0,This Week Pickup,Last Week,Orange,1.0
1124,Pont de la Tour,Saturday,9,50,146.0,This Week Pickup,This Week,Red,1.0
1125,Pont de la Tour,Saturday,9,51,189.0,This Week Pickup,Next Week,Purple,1.0
1126,Issho Restaurant,Saturday,9,51,28.0,This Week Pickup,Next Week,Purple,1.0
1127,Issho Restaurant,Saturday,9,50,31.0,This Week Pickup,This Week,Red,1.0
1129,New Street Grill,Saturday,9,49,214.0,This Week Pickup,Last Week,Orange,1.0
1131,Orrery,Saturday,9,50,80.0,This Week Pickup,This Week,Red,1.0
1132,Coq d’Argent,Saturday,9,47,143.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1133,Old Bengal Bar,Saturday,9,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1134,Old Bengal Bar,Saturday,9,49,71.0,This Week Pickup,Last Week,Orange,1.0
1135,Old Bengal Bar,Saturday,9,50,86.0,This Week Pickup,This Week,Red,1.0
1136,Old Bengal Bar,Saturday,9,51,92.0,This Week Pickup,Next Week,Purple,1.0
1137,Orrery,Saturday,9,51,59.0,This Week Pickup,Next Week,Purple,1.0
1138,Aster,Saturday,9,51,113.0,This Week Pickup,Next Week,Purple,1.0
1139,New Street Grill,Saturday,9,50,460.0,This Week Pickup,This Week,Red,1.0
1140,Aster,Saturday,9,50,95.0,This Week Pickup,This Week,Red,1.0
1141,Aster,Saturday,9,49,50.0,This Week Pickup,Last Week,Orange,1.0
1142,Aster,Saturday,9,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1143,Aster,Saturday,9,47,11.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1145,Orrery,Saturday,9,49,22.0,This Week Pickup,Last Week,Orange,1.0
1146,New Street Wine Shop,Saturday,9,51,267.0,This Week Pickup,Next Week,Purple,1.0
1147,New Street Wine Shop,Saturday,9,50,199.0,This Week Pickup,This Week,Red,1.0
1148,New Street Wine Shop,Saturday,9,49,146.0,This Week Pickup,Last Week,Orange,1.0
1151,Paternoster Chophouse,Saturday,9,49,985.0,This Week Pickup,Last Week,Orange,1.0
1152,Paternoster Chophouse,Saturday,9,50,1593.0,This Week Pickup,This Week,Red,1.0
1153,Paternoster Chophouse,Saturday,9,51,1752.0,This Week Pickup,Next Week,Purple,1.0
1155,Avenue,Saturday,9,49,96.0,This Week Pickup,Last Week,Orange,1.0
1156,Avenue,Saturday,9,50,134.0,This Week Pickup,This Week,Red,1.0
1157,Avenue,Saturday,9,51,106.0,This Week Pickup,Next Week,Purple,1.0
1158,Angler Restaurant,Saturday,9,51,198.0,This Week Pickup,Next Week,Purple,1.0
1159,Angler Restaurant,Saturday,9,50,141.0,This Week Pickup,This Week,Red,1.0
1160,Angler Restaurant,Saturday,9,49,73.0,This Week Pickup,Last Week,Orange,1.0
1162,New Street Grill,Saturday,9,51,606.0,This Week Pickup,Next Week,Purple,1.0
1163,Issho Restaurant,Saturday,9,49,26.0,This Week Pickup,Last Week,Orange,1.0
1165,Bluebird Chelsea Restaurant,Saturday,9,47,110.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1166,German Gymnasium,Saturday,9,51,415.0,This Week Pickup,Next Week,Purple,1.0
1167,Quaglino's Restaurant,Saturday,9,47,20.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1170,Issho,Saturday,9,51,710.0,This Week Pickup,Next Week,Purple,1.0
1171,Issho,Saturday,9,50,553.0,This Week Pickup,This Week,Red,1.0
1172,Issho,Saturday,9,49,196.0,This Week Pickup,Last Week,Orange,1.0
1173,German Gymnasium,Saturday,9,50,125.0,This Week Pickup,This Week,Red,1.0
1174,Quaglino's,Saturday,9,51,468.0,This Week Pickup,Next Week,Purple,1.0
1175,14 Hills,Saturday,9,51,1024.0,This Week Pickup,Next Week,Purple,1.0
1176,14 Hills,Saturday,9,50,756.0,This Week Pickup,This Week,Red,1.0
1177,14 Hills,Saturday,9,49,445.0,This Week Pickup,Last Week,Orange,1.0
1178,Orrery,Saturday,9,48,4.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1179,14 Hills,Saturday,9,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1181,Issho,Saturday,9,48,0.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1184,Bluebird White City,Saturday,9,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1185,Bluebird White City,Saturday,9,48,5.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1186,Bluebird White City,Saturday,9,51,25.0,This Week Pickup,Next Week,Purple,1.0
1187,Bluebird White City,Saturday,9,50,32.0,This Week Pickup,This Week,Red,1.0
1188,Bluebird White City,Saturday,9,49,14.0,This Week Pickup,Last Week,Orange,1.0
1189,Quaglino's Restaurant,Saturday,9,48,10.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1190,German Gymnasium,Saturday,9,49,325.0,This Week Pickup,Last Week,Orange,1.0
1191,Quaglino's Restaurant,Saturday,9,50,76.0,This Week Pickup,This Week,Red,1.0
1192,Quaglino's,Saturday,9,49,200.0,This Week Pickup,Last Week,Orange,1.0
1193,Quaglino's,Saturday,9,50,418.0,This Week Pickup,This Week,Red,1.0
1194,Quaglino's Restaurant,Saturday,9,51,49.0,This Week Pickup,Next Week,Purple,1.0
1195,Bluebird Chelsea Restaurant,Saturday,9,49,371.0,This Week Pickup,Last Week,Orange,1.0
1196,Bluebird Chelsea Restaurant,Saturday,9,50,625.0,This Week Pickup,This Week,Red,1.0
1197,Bluebird Chelsea Restaurant,Saturday,9,51,698.0,This Week Pickup,Next Week,Purple,1.0
1199,Quaglino's Restaurant,Saturday,9,49,38.0,This Week Pickup,Last Week,Orange,1.0
1200,Quaglino's,Saturday,9,48,35.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1201,Fish Market,Sunday,8,49,413.0,This Week Pickup,Last Week,Orange,1.0
1202,Sartoria,Sunday,8,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1203,Sartoria,Sunday,8,48,6.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1204,Coq d’Argent,Sunday,8,49,558.0,This Week Pickup,Last Week,Orange,1.0
1205,Sartoria,Sunday,8,49,23.0,This Week Pickup,Last Week,Orange,1.0
1206,Sartoria,Sunday,8,50,79.0,This Week Pickup,This Week,Red,1.0
1208,Quaglino's Restaurant,Sunday,8,51,60.0,This Week Pickup,Next Week,Purple,1.0
1210,Fish Market,Sunday,8,50,1105.0,This Week Pickup,This Week,Red,1.0
1211,Sartoria,Sunday,8,46,24.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1213,Quaglino's Restaurant,Sunday,8,50,91.0,This Week Pickup,This Week,Red,1.0
1214,Quaglino's Restaurant,Sunday,8,49,38.0,This Week Pickup,Last Week,Orange,1.0
1216,Quaglino's Restaurant,Sunday,8,48,10.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1217,German Gymnasium,Sunday,8,46,175.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1219,German Gymnasium,Sunday,8,49,339.0,This Week Pickup,Last Week,Orange,1.0
1220,German Gymnasium,Sunday,8,50,134.0,This Week Pickup,This Week,Red,1.0
1221,German Gymnasium,Sunday,8,51,429.0,This Week Pickup,Next Week,Purple,1.0
1222,Fish Market,Sunday,8,46,301.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1225,Paternoster Chophouse,Sunday,8,46,578.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1226,Fish Market,Sunday,8,51,1675.0,This Week Pickup,Next Week,Purple,1.0
1230,Coq d’Argent,Sunday,8,50,1179.0,This Week Pickup,This Week,Red,1.0
1231,Coq d’Argent,Sunday,8,51,1553.0,This Week Pickup,Next Week,Purple,1.0
1232,Orrery,Sunday,8,48,4.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1233,Orrery,Sunday,8,49,25.0,This Week Pickup,Last Week,Orange,1.0
1234,Orrery,Sunday,8,50,82.0,This Week Pickup,This Week,Red,1.0
1235,Orrery,Sunday,8,51,61.0,This Week Pickup,Next Week,Purple,1.0
1236,Old Bengal Bar,Sunday,8,51,105.0,This Week Pickup,Next Week,Purple,1.0
1237,Old Bengal Bar,Sunday,8,50,106.0,This Week Pickup,This Week,Red,1.0
1238,Old Bengal Bar,Sunday,8,49,77.0,This Week Pickup,Last Week,Orange,1.0
1239,Old Bengal Bar,Sunday,8,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1240,Old Bengal Bar,Sunday,8,46,19.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1241,Coq d’Argent,Sunday,8,48,77.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1242,Coq d’Argent,Sunday,8,47,143.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1243,Coq d’Argent,Sunday,8,46,566.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1244,Paternoster Chophouse,Sunday,8,50,1600.0,This Week Pickup,This Week,Red,1.0
1245,Orrery,Sunday,8,46,29.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1246,New Street Wine Shop,Sunday,8,51,281.0,This Week Pickup,Next Week,Purple,1.0
1247,New Street Wine Shop,Sunday,8,50,219.0,This Week Pickup,This Week,Red,1.0
1248,New Street Wine Shop,Sunday,8,49,148.0,This Week Pickup,Last Week,Orange,1.0
1253,Sartoria,Sunday,8,51,49.0,This Week Pickup,Next Week,Purple,1.0
1255,Paternoster Chophouse,Sunday,8,49,1010.0,This Week Pickup,Last Week,Orange,1.0
1256,Crafthouse,Sunday,8,50,26.0,This Week Pickup,This Week,Red,1.0
1257,Paternoster Chophouse,Sunday,8,51,1779.0,This Week Pickup,Next Week,Purple,1.0
1258,Radici,Sunday,8,50,125.0,This Week Pickup,This Week,Red,1.0
1259,Issho,Sunday,8,51,738.0,This Week Pickup,Next Week,Purple,1.0
1260,Issho,Sunday,8,50,592.0,This Week Pickup,This Week,Red,1.0
1261,Issho,Sunday,8,49,206.0,This Week Pickup,Last Week,Orange,1.0
1262,Radici,Sunday,8,46,58.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1263,Radici,Sunday,8,47,4.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1264,Radici,Sunday,8,49,47.0,This Week Pickup,Last Week,Orange,1.0
1265,Issho,Sunday,8,48,0.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1267,Issho,Sunday,8,46,205.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1268,Radici,Sunday,8,51,82.0,This Week Pickup,Next Week,Purple,1.0
1272,Launceston Place,Sunday,8,46,315.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1276,East 59th,Sunday,8,46,46.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1277,East 59th,Sunday,8,49,43.0,This Week Pickup,Last Week,Orange,1.0
1278,East 59th,Sunday,8,50,125.0,This Week Pickup,This Week,Red,1.0
1279,East 59th,Sunday,8,51,118.0,This Week Pickup,Next Week,Purple,1.0
1281,Pont de la Tour,Sunday,8,49,56.0,This Week Pickup,Last Week,Orange,1.0
1282,Pont de la Tour,Sunday,8,50,157.0,This Week Pickup,This Week,Red,1.0
1283,Issho Restaurant,Sunday,8,51,31.0,This Week Pickup,Next Week,Purple,1.0
1284,Issho Restaurant,Sunday,8,50,35.0,This Week Pickup,This Week,Red,1.0
1287,Issho Restaurant,Sunday,8,49,26.0,This Week Pickup,Last Week,Orange,1.0
1288,Issho Restaurant,Sunday,8,46,6.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1290,Launceston Place,Sunday,8,49,376.0,This Week Pickup,Last Week,Orange,1.0
1291,Quaglino's Restaurant,Sunday,8,47,20.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1292,New Street Grill,Sunday,8,51,646.0,This Week Pickup,Next Week,Purple,1.0
1293,Crafthouse,Sunday,8,46,10.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1294,Quaglino's,Sunday,8,51,487.0,This Week Pickup,Next Week,Purple,1.0
1297,Crafthouse,Sunday,8,51,35.0,This Week Pickup,Next Week,Purple,1.0
1298,Pont de la Tour,Sunday,8,51,193.0,This Week Pickup,Next Week,Purple,1.0
1299,Crafthouse,Sunday,8,49,12.0,This Week Pickup,Last Week,Orange,1.0
1301,Launceston Place,Sunday,8,50,768.0,This Week Pickup,This Week,Red,1.0
1304,New Street Grill,Sunday,8,46,171.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1305,New Street Grill,Sunday,8,47,75.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1306,New Street Grill,Sunday,8,49,218.0,This Week Pickup,Last Week,Orange,1.0
1307,New Street Grill,Sunday,8,50,477.0,This Week Pickup,This Week,Red,1.0
1308,Quaglino's,Sunday,8,50,420.0,This Week Pickup,This Week,Red,1.0
1309,Quaglino's,Sunday,8,49,220.0,This Week Pickup,Last Week,Orange,1.0
1310,Quaglino's,Sunday,8,48,35.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1311,Quaglino's,Sunday,8,46,171.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1316,Plateau,Sunday,8,46,65.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1317,Madison Restaurant,Sunday,8,51,10.0,This Week Pickup,Next Week,Purple,1.0
1318,Madison Restaurant,Sunday,8,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1320,Plateau,Sunday,8,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1321,Plateau,Sunday,8,49,165.0,This Week Pickup,Last Week,Orange,1.0
1322,Plateau,Sunday,8,50,472.0,This Week Pickup,This Week,Red,1.0
1323,Plateau,Sunday,8,51,368.0,This Week Pickup,Next Week,Purple,1.0
1324,Launceston Place,Sunday,8,51,910.0,This Week Pickup,Next Week,Purple,1.0
1325,Quaglino's Restaurant,Sunday,8,46,21.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1326,East 59th,Sunday,8,47,27.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1327,Butlers Wharf Chophouse Restaurant,Sunday,8,51,346.0,This Week Pickup,Next Week,Purple,1.0
1328,Butlers Wharf Chophouse Restaurant,Sunday,8,50,314.0,This Week Pickup,This Week,Red,1.0
1333,Bluebird Chelsea Restaurant,Sunday,8,46,158.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1334,Bluebird Chelsea Restaurant,Sunday,8,47,107.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1335,Bluebird Chelsea Restaurant,Sunday,8,49,389.0,This Week Pickup,Last Week,Orange,1.0
1336,Butlers Wharf Chophouse Restaurant,Sunday,8,49,195.0,This Week Pickup,Last Week,Orange,1.0
1337,14 Hills,Sunday,8,51,1053.0,This Week Pickup,Next Week,Purple,1.0
1338,Butlers Wharf Chophouse Restaurant,Sunday,8,46,98.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1341,20 Stories,Sunday,8,51,966.0,This Week Pickup,Next Week,Purple,1.0
1342,Bluebird Chelsea Restaurant,Sunday,8,50,686.0,This Week Pickup,This Week,Red,1.0
1343,Bluebird Chelsea Restaurant,Sunday,8,51,762.0,This Week Pickup,Next Week,Purple,1.0
1345,Bluebird Chelsea Private Dining,Sunday,8,47,65.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1346,14 Hills,Sunday,8,50,778.0,This Week Pickup,This Week,Red,1.0
1347,100 Wardour St Club Bar,Sunday,8,50,76.0,This Week Pickup,This Week,Red,1.0
1348,100 Wardour St,Sunday,8,50,929.0,This Week Pickup,This Week,Red,1.0
1352,100 Wardour St,Sunday,8,46,416.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1354,100 Wardour St,Sunday,8,47,313.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1355,100 Wardour St,Sunday,8,49,564.0,This Week Pickup,Last Week,Orange,1.0
1356,Cantina del Ponte,Sunday,8,51,232.0,This Week Pickup,Next Week,Purple,1.0
1357,14 Hills,Sunday,8,49,460.0,This Week Pickup,Last Week,Orange,1.0
1358,Cantina del Ponte,Sunday,8,50,229.0,This Week Pickup,This Week,Red,1.0
1359,100 Wardour St,Sunday,8,51,968.0,This Week Pickup,Next Week,Purple,1.0
1360,Cantina del Ponte,Sunday,8,49,57.0,This Week Pickup,Last Week,Orange,1.0
1361,Cantina del Ponte,Sunday,8,46,102.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1364,14 Hills,Sunday,8,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1365,100 Wardour St Club Bar,Sunday,8,49,6.0,This Week Pickup,Last Week,Orange,1.0
1366,20 Stories,Sunday,8,49,807.0,This Week Pickup,Last Week,Orange,1.0
1367,Bluebird Chelsea Private Dining,Sunday,8,50,64.0,This Week Pickup,This Week,Red,1.0
1368,100 Wardour St Lounge Bar,Sunday,8,50,25.0,This Week Pickup,This Week,Red,1.0
1369,Bluebird White City,Sunday,8,48,5.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1370,Bluebird White City,Sunday,8,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1371,Bluebird White City,Sunday,8,46,110.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1374,Aster,Sunday,8,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1375,100 Wardour St Lounge Bar,Sunday,8,51,36.0,This Week Pickup,Next Week,Purple,1.0
1376,100 Wardour St Lounge Bar,Sunday,8,49,30.0,This Week Pickup,Last Week,Orange,1.0
1377,Bluebird White City,Sunday,8,50,32.0,This Week Pickup,This Week,Red,1.0
1378,Aster,Sunday,8,47,11.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1379,Aster,Sunday,8,46,49.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1382,100 Wardour St Lounge Bar,Sunday,8,47,51.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1383,100 Wardour St Lounge Bar,Sunday,8,46,24.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1385,Bluebird White City,Sunday,8,49,14.0,This Week Pickup,Last Week,Orange,1.0
1386,Bluebird White City,Sunday,8,51,27.0,This Week Pickup,Next Week,Purple,1.0
1387,20 Stories,Sunday,8,46,557.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1388,Aster,Sunday,8,51,124.0,This Week Pickup,Next Week,Purple,1.0
1391,Blueprint Cafe,Sunday,8,49,100.0,This Week Pickup,Last Week,Orange,1.0
1394,Bluebird Chelsea Cafe,Sunday,8,46,15.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1395,Bluebird Chelsea Cafe,Sunday,8,50,35.0,This Week Pickup,This Week,Red,1.0
1396,Aster,Sunday,8,50,97.0,This Week Pickup,This Week,Red,1.0
1397,Angler Restaurant,Sunday,8,46,114.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1398,Aster,Sunday,8,49,50.0,This Week Pickup,Last Week,Orange,1.0
1401,Bluebird Chelsea Cafe,Sunday,8,51,34.0,This Week Pickup,Next Week,Purple,1.0
1402,Angler Restaurant,Sunday,8,51,199.0,This Week Pickup,Next Week,Purple,1.0
1403,Angler Restaurant,Sunday,8,50,160.0,This Week Pickup,This Week,Red,1.0
1404,Angler Restaurant,Sunday,8,49,76.0,This Week Pickup,Last Week,Orange,1.0
1405,Bluebird Chelsea Private Dining,Sunday,8,49,12.0,This Week Pickup,Last Week,Orange,1.0
