,Restaurant,As Of Day,Days Before Week Commencing,Reservation Week,Covers,Table,Week,Color,Alpha
1273,Old Bengal Bar,Sunday,8,50,106.0,This Week Pickup,This Week,Red,1.0
1274,Old Bengal Bar,Sunday,8,49,77.0,This Week Pickup,Last Week,Orange,1.0
1275,Old Bengal Bar,Sunday,8,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1276,Old Bengal Bar,Sunday,8,46,19.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1277,Quaglino's,Sunday,8,51,545.0,This Week Pickup,Next Week,Purple,1.0
1279,Pont de la Tour,Sunday,8,50,167.0,This Week Pickup,This Week,Red,1.0
1280,New Street Grill,Sunday,8,49,218.0,This Week Pickup,Last Week,Orange,1.0
1281,Orrery,Sunday,8,51,65.0,This Week Pickup,Next Week,Purple,1.0
1282,100 Wardour St,Sunday,8,51,974.0,This Week Pickup,Next Week,Purple,1.0
1283,14 Hills,Sunday,8,51,1101.0,This Week Pickup,Next Week,Purple,1.0
1284,14 Hills,Sunday,8,50,801.0,This Week Pickup,This Week,Red,1.0
1285,14 Hills,Sunday,8,49,460.0,This Week Pickup,Last Week,Orange,1.0
1286,Blueprint Cafe,Sunday,8,49,100.0,This Week Pickup,Last Week,Orange,1.0
1287,Aster,Sunday,8,47,13.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1290,Orrery,Sunday,8,50,84.0,This Week Pickup,This Week,Red,1.0
1291,Sartoria,Sunday,8,46,24.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1292,Aster,Sunday,8,46,49.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1293,14 Hills,Sunday,8,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1294,Sartoria,Sunday,8,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1296,Paternoster Chophouse,Sunday,8,46,580.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1303,New Street Grill,Sunday,8,46,183.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1304,New Street Grill,Sunday,8,47,83.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1305,Plateau,Sunday,8,49,165.0,This Week Pickup,Last Week,Orange,1.0
1306,Madison Restaurant,Sunday,8,51,10.0,This Week Pickup,Next Week,Purple,1.0
1307,100 Wardour St,Sunday,8,50,932.0,This Week Pickup,This Week,Red,1.0
1308,100 Wardour St,Sunday,8,49,564.0,This Week Pickup,Last Week,Orange,1.0
1309,100 Wardour St,Sunday,8,47,313.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1310,Plateau,Sunday,8,46,65.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1312,Avenue,Sunday,8,50,140.0,This Week Pickup,This Week,Red,1.0
1313,Plateau,Sunday,8,50,472.0,This Week Pickup,This Week,Red,1.0
1314,Plateau,Sunday,8,51,368.0,This Week Pickup,Next Week,Purple,1.0
1316,Madison Restaurant,Sunday,8,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1317,Cantina del Ponte,Sunday,8,51,232.0,This Week Pickup,Next Week,Purple,1.0
1318,Cantina del Ponte,Sunday,8,50,229.0,This Week Pickup,This Week,Red,1.0
1319,Cantina del Ponte,Sunday,8,49,57.0,This Week Pickup,Last Week,Orange,1.0
1320,Cantina del Ponte,Sunday,8,46,102.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1323,Orrery,Sunday,8,49,25.0,This Week Pickup,Last Week,Orange,1.0
1324,Orrery,Sunday,8,48,4.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1325,Orrery,Sunday,8,46,29.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1327,Aster,Sunday,8,51,133.0,This Week Pickup,Next Week,Purple,1.0
1328,Aster,Sunday,8,50,97.0,This Week Pickup,This Week,Red,1.0
1329,Aster,Sunday,8,49,50.0,This Week Pickup,Last Week,Orange,1.0
1330,Aster,Sunday,8,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1332,100 Wardour St,Sunday,8,46,416.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1333,New Street Grill,Sunday,8,50,535.0,This Week Pickup,This Week,Red,1.0
1334,Plateau,Sunday,8,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1335,New Street Grill,Sunday,8,51,686.0,This Week Pickup,Next Week,Purple,1.0
1338,Butlers Wharf Chophouse Restaurant,Sunday,8,49,195.0,This Week Pickup,Last Week,Orange,1.0
1341,Sartoria,Sunday,8,48,6.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1342,Avenue,Sunday,8,46,53.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1343,Paternoster Chophouse,Sunday,8,49,1010.0,This Week Pickup,Last Week,Orange,1.0
1344,Paternoster Chophouse,Sunday,8,50,1654.0,This Week Pickup,This Week,Red,1.0
1345,Bluebird White City,Sunday,8,49,14.0,This Week Pickup,Last Week,Orange,1.0
1346,Bluebird White City,Sunday,8,48,5.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1347,Bluebird White City,Sunday,8,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1348,Bluebird White City,Sunday,8,46,110.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1351,Paternoster Chophouse,Sunday,8,51,1814.0,This Week Pickup,Next Week,Purple,1.0
1352,Sartoria,Sunday,8,49,23.0,This Week Pickup,Last Week,Orange,1.0
1354,20 Stories,Sunday,8,46,607.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1355,Butlers Wharf Chophouse Restaurant,Sunday,8,50,314.0,This Week Pickup,This Week,Red,1.0
1356,Sartoria,Sunday,8,50,79.0,This Week Pickup,This Week,Red,1.0
1357,Sartoria,Sunday,8,51,49.0,This Week Pickup,Next Week,Purple,1.0
1358,Butlers Wharf Chophouse Restaurant,Sunday,8,51,346.0,This Week Pickup,Next Week,Purple,1.0
1359,Avenue,Sunday,8,49,92.0,This Week Pickup,Last Week,Orange,1.0
1360,Bluebird White City,Sunday,8,51,33.0,This Week Pickup,Next Week,Purple,1.0
1361,Bluebird White City,Sunday,8,50,32.0,This Week Pickup,This Week,Red,1.0
1362,Butlers Wharf Chophouse Restaurant,Sunday,8,46,98.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1363,Launceston Place,Sunday,8,51,980.0,This Week Pickup,Next Week,Purple,1.0
1364,20 Stories,Sunday,8,51,966.0,This Week Pickup,Next Week,Purple,1.0
1369,Coq d’Argent,Sunday,8,46,585.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1370,Coq d’Argent,Sunday,8,47,155.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1371,Coq d’Argent,Sunday,8,48,77.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1372,Coq d’Argent,Sunday,8,49,566.0,This Week Pickup,Last Week,Orange,1.0
1373,Coq d’Argent,Sunday,8,50,1264.0,This Week Pickup,This Week,Red,1.0
1374,Coq d’Argent,Sunday,8,51,1738.0,This Week Pickup,Next Week,Purple,1.0
1376,14 Hills,Sunday,8,46,428.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1377,Launceston Place,Sunday,8,50,794.0,This Week Pickup,This Week,Red,1.0
1378,Launceston Place,Sunday,8,49,376.0,This Week Pickup,Last Week,Orange,1.0
1380,Launceston Place,Sunday,8,46,334.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1384,Plateau,Monday,7,50,471.0,This Week Pickup,This Week,Red,1.0
1385,Bluebird Chelsea Private Dining,Monday,7,49,12.0,This Week Pickup,Last Week,Orange,1.0
1386,Bluebird Chelsea Private Dining,Monday,7,50,64.0,This Week Pickup,This Week,Red,1.0
1389,Plateau,Monday,7,51,390.0,This Week Pickup,Next Week,Purple,1.0
1390,New Street Grill,Monday,7,46,178.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1391,Bluebird Chelsea Private Dining,Monday,7,51,42.0,This Week Pickup,Next Week,Purple,1.0
1393,Old Bengal Bar,Monday,7,50,113.0,This Week Pickup,This Week,Red,1.0
1394,New Street Grill,Monday,7,47,79.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1395,20 Stories,Monday,7,49,846.0,This Week Pickup,Last Week,Orange,1.0
1396,Quaglino's Restaurant,Monday,7,48,10.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1397,Quaglino's Restaurant,Monday,7,47,20.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1402,German Gymnasium,Monday,7,46,171.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1403,German Gymnasium,Monday,7,49,380.0,This Week Pickup,Last Week,Orange,1.0
1404,German Gymnasium,Monday,7,50,148.0,This Week Pickup,This Week,Red,1.0
1405,German Gymnasium,Monday,7,51,439.0,This Week Pickup,Next Week,Purple,1.0
1406,Old Bengal Bar,Monday,7,51,134.0,This Week Pickup,Next Week,Purple,1.0
1407,20 Stories,Monday,7,51,982.0,This Week Pickup,Next Week,Purple,1.0
1409,New Street Grill,Monday,7,49,225.0,This Week Pickup,Last Week,Orange,1.0
1410,Old Bengal Bar,Monday,7,49,83.0,This Week Pickup,Last Week,Orange,1.0
1411,Old Bengal Bar,Monday,7,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1412,Old Bengal Bar,Monday,7,46,8.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1415,Plateau,Monday,7,46,10.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1416,Plateau,Monday,7,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1417,Plateau,Monday,7,49,175.0,This Week Pickup,Last Week,Orange,1.0
1418,Aster,Monday,7,51,137.0,This Week Pickup,Next Week,Purple,1.0
1419,Aster,Monday,7,50,101.0,This Week Pickup,This Week,Red,1.0
1420,New Street Grill,Monday,7,51,724.0,This Week Pickup,Next Week,Purple,1.0
1421,New Street Grill,Monday,7,50,586.0,This Week Pickup,This Week,Red,1.0
1422,20 Stories,Monday,7,46,539.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1423,Issho,Monday,7,51,759.0,This Week Pickup,Next Week,Purple,1.0
1424,Bluebird Chelsea Private Dining,Monday,7,47,65.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1425,14 Hills,Monday,7,49,488.0,This Week Pickup,Last Week,Orange,1.0
1426,14 Hills,Monday,7,46,389.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1431,Bluebird Chelsea Cafe,Monday,7,46,15.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1432,Bluebird Chelsea Cafe,Monday,7,50,45.0,This Week Pickup,This Week,Red,1.0
1433,Bluebird Chelsea Cafe,Monday,7,51,57.0,This Week Pickup,Next Week,Purple,1.0
1434,Issho Restaurant,Monday,7,51,34.0,This Week Pickup,Next Week,Purple,1.0
1435,Issho Restaurant,Monday,7,50,35.0,This Week Pickup,This Week,Red,1.0
1436,Issho Restaurant,Monday,7,49,32.0,This Week Pickup,Last Week,Orange,1.0
1438,Paternoster Chophouse,Monday,7,49,1050.0,This Week Pickup,Last Week,Orange,1.0
1441,14 Hills,Monday,7,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1442,14 Hills,Monday,7,50,827.0,This Week Pickup,This Week,Red,1.0
1444,14 Hills,Monday,7,51,1129.0,This Week Pickup,Next Week,Purple,1.0
1446,Paternoster Chophouse,Monday,7,51,1836.0,This Week Pickup,Next Week,Purple,1.0
1447,Launceston Place,Monday,7,51,1061.0,This Week Pickup,Next Week,Purple,1.0
1448,Launceston Place,Monday,7,50,846.0,This Week Pickup,This Week,Red,1.0
1449,Launceston Place,Monday,7,49,400.0,This Week Pickup,Last Week,Orange,1.0
1450,Launceston Place,Monday,7,46,320.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1453,Pont de la Tour,Monday,7,51,216.0,This Week Pickup,Next Week,Purple,1.0
1454,Pont de la Tour,Monday,7,50,177.0,This Week Pickup,This Week,Red,1.0
1455,Pont de la Tour,Monday,7,49,56.0,This Week Pickup,Last Week,Orange,1.0
1457,Quaglino's Restaurant,Monday,7,50,93.0,This Week Pickup,This Week,Red,1.0
1458,Paternoster Chophouse,Monday,7,50,1672.0,This Week Pickup,This Week,Red,1.0
1461,Quaglino's,Monday,7,46,164.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1463,Madison Restaurant,Monday,7,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1464,Madison Restaurant,Monday,7,51,10.0,This Week Pickup,Next Week,Purple,1.0
1465,Aster,Monday,7,49,55.0,This Week Pickup,Last Week,Orange,1.0
1466,New Street Wine Shop,Monday,7,51,319.0,This Week Pickup,Next Week,Purple,1.0
1467,New Street Wine Shop,Monday,7,50,249.0,This Week Pickup,This Week,Red,1.0
1468,Issho,Monday,7,50,618.0,This Week Pickup,This Week,Red,1.0
1469,Issho,Monday,7,49,214.0,This Week Pickup,Last Week,Orange,1.0
1470,Issho,Monday,7,48,0.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1471,Issho,Monday,7,46,2.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1474,New Street Wine Shop,Monday,7,49,153.0,This Week Pickup,Last Week,Orange,1.0
1479,Angelica,Monday,7,51,95.0,This Week Pickup,Next Week,Purple,1.0
1481,Quaglino's,Monday,7,48,35.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1482,Aster,Monday,7,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1483,Quaglino's,Monday,7,49,226.0,This Week Pickup,Last Week,Orange,1.0
1484,Quaglino's,Monday,7,50,490.0,This Week Pickup,This Week,Red,1.0
1485,Quaglino's,Monday,7,51,578.0,This Week Pickup,Next Week,Purple,1.0
1487,Angelica,Monday,7,46,113.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1488,Angelica,Monday,7,49,69.0,This Week Pickup,Last Week,Orange,1.0
1489,Avenue,Monday,7,51,134.0,This Week Pickup,Next Week,Purple,1.0
1490,Avenue,Monday,7,50,136.0,This Week Pickup,This Week,Red,1.0
1491,Avenue,Monday,7,49,97.0,This Week Pickup,Last Week,Orange,1.0
1492,Avenue,Monday,7,46,34.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1494,Aster,Monday,7,46,39.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1495,Aster,Monday,7,47,13.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1498,Quaglino's Restaurant,Monday,7,49,46.0,This Week Pickup,Last Week,Orange,1.0
1499,Quaglino's Restaurant,Monday,7,46,21.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1500,Butlers Wharf Chophouse Restaurant,Monday,7,46,92.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1502,East 59th,Monday,7,47,27.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1503,East 59th,Monday,7,46,38.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1508,Orrery,Monday,7,51,75.0,This Week Pickup,Next Week,Purple,1.0
1510,East 59th,Monday,7,50,130.0,This Week Pickup,This Week,Red,1.0
1511,Radici,Monday,7,46,52.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1512,Radici,Monday,7,47,4.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1513,Radici,Monday,7,49,47.0,This Week Pickup,Last Week,Orange,1.0
1514,Radici,Monday,7,50,136.0,This Week Pickup,This Week,Red,1.0
1515,Radici,Monday,7,51,82.0,This Week Pickup,Next Week,Purple,1.0
1516,100 Wardour St Club Bar,Monday,7,50,76.0,This Week Pickup,This Week,Red,1.0
1517,100 Wardour St Club Bar,Monday,7,49,6.0,This Week Pickup,Last Week,Orange,1.0
1518,East 59th,Monday,7,49,45.0,This Week Pickup,Last Week,Orange,1.0
1519,East 59th,Monday,7,51,123.0,This Week Pickup,Next Week,Purple,1.0
1520,Orrery,Monday,7,50,87.0,This Week Pickup,This Week,Red,1.0
1521,100 Wardour St,Monday,7,47,313.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1522,100 Wardour St,Monday,7,46,368.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1525,Cantina del Ponte,Monday,7,46,69.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1526,Cantina del Ponte,Monday,7,49,61.0,This Week Pickup,Last Week,Orange,1.0
1527,Cantina del Ponte,Monday,7,50,251.0,This Week Pickup,This Week,Red,1.0
1528,Cantina del Ponte,Monday,7,51,241.0,This Week Pickup,Next Week,Purple,1.0
1529,100 Wardour St,Monday,7,49,591.0,This Week Pickup,Last Week,Orange,1.0
1530,Angler Restaurant,Monday,7,46,108.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1531,Butlers Wharf Chophouse Restaurant,Monday,7,51,351.0,This Week Pickup,Next Week,Purple,1.0
1532,Butlers Wharf Chophouse Restaurant,Monday,7,50,326.0,This Week Pickup,This Week,Red,1.0
1533,Butlers Wharf Chophouse Restaurant,Monday,7,49,195.0,This Week Pickup,Last Week,Orange,1.0
1534,100 Wardour St,Monday,7,50,958.0,This Week Pickup,This Week,Red,1.0
1535,100 Wardour St,Monday,7,51,1026.0,This Week Pickup,Next Week,Purple,1.0
1539,Orrery,Monday,7,49,29.0,This Week Pickup,Last Week,Orange,1.0
1541,Angler Restaurant,Monday,7,49,80.0,This Week Pickup,Last Week,Orange,1.0
1542,Sartoria,Monday,7,46,14.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1547,Angler Restaurant,Monday,7,51,199.0,This Week Pickup,Next Week,Purple,1.0
1548,Angler Restaurant,Monday,7,50,159.0,This Week Pickup,This Week,Red,1.0
1549,Coq d’Argent,Monday,7,46,557.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1550,Sartoria,Monday,7,48,6.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1553,Orrery,Monday,7,46,17.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1554,Coq d’Argent,Monday,7,47,155.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1555,Coq d’Argent,Monday,7,48,77.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1556,Coq d’Argent,Monday,7,49,599.0,This Week Pickup,Last Week,Orange,1.0
1557,Coq d’Argent,Monday,7,50,1315.0,This Week Pickup,This Week,Red,1.0
1558,Sartoria,Monday,7,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1559,Sartoria,Monday,7,49,21.0,This Week Pickup,Last Week,Orange,1.0
1561,Crafthouse,Monday,7,51,37.0,This Week Pickup,Next Week,Purple,1.0
1563,Bluebird White City,Monday,7,46,110.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1564,Bluebird White City,Monday,7,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1565,Bluebird White City,Monday,7,48,5.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1566,Bluebird White City,Monday,7,49,14.0,This Week Pickup,Last Week,Orange,1.0
1567,Bluebird White City,Monday,7,50,32.0,This Week Pickup,This Week,Red,1.0
1568,Bluebird White City,Monday,7,51,44.0,This Week Pickup,Next Week,Purple,1.0
1569,Crafthouse,Monday,7,50,28.0,This Week Pickup,This Week,Red,1.0
1570,Sartoria,Monday,7,50,85.0,This Week Pickup,This Week,Red,1.0
1571,Crafthouse,Monday,7,49,12.0,This Week Pickup,Last Week,Orange,1.0
1572,Crafthouse,Monday,7,46,10.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1575,Orrery,Monday,7,48,4.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1576,Blueprint Cafe,Monday,7,49,100.0,This Week Pickup,Last Week,Orange,1.0
1577,Sartoria,Monday,7,51,49.0,This Week Pickup,Next Week,Purple,1.0
1579,Coq d’Argent,Monday,7,51,1778.0,This Week Pickup,Next Week,Purple,1.0
1580,100 Wardour St Lounge Bar,Monday,7,50,25.0,This Week Pickup,This Week,Red,1.0
1581,100 Wardour St Lounge Bar,Monday,7,49,30.0,This Week Pickup,Last Week,Orange,1.0
1582,100 Wardour St Lounge Bar,Monday,7,51,40.0,This Week Pickup,Next Week,Purple,1.0
1583,Quaglino's Restaurant,Monday,7,51,66.0,This Week Pickup,Next Week,Purple,1.0
1584,Fish Market,Monday,7,50,1330.0,This Week Pickup,This Week,Red,1.0
1585,Fish Market,Monday,7,49,434.0,This Week Pickup,Last Week,Orange,1.0
1586,Fish Market,Monday,7,46,311.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1589,Bluebird Chelsea Restaurant,Monday,7,51,843.0,This Week Pickup,Next Week,Purple,1.0
1590,Bluebird Chelsea Restaurant,Monday,7,50,783.0,This Week Pickup,This Week,Red,1.0
1591,Bluebird Chelsea Restaurant,Monday,7,49,412.0,This Week Pickup,Last Week,Orange,1.0
1592,Bluebird Chelsea Restaurant,Monday,7,47,107.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1593,Bluebird Chelsea Restaurant,Monday,7,46,158.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1596,Fish Market,Monday,7,51,1943.0,This Week Pickup,Next Week,Purple,1.0
1598,100 Wardour St Lounge Bar,Monday,7,47,51.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1599,100 Wardour St Lounge Bar,Monday,7,46,24.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1601,Launceston Place,Tuesday,6,49,459.0,This Week Pickup,Last Week,Orange,1.0
1602,Old Bengal Bar,Tuesday,6,49,91.0,This Week Pickup,Last Week,Orange,1.0
1603,East 59th,Tuesday,6,50,170.0,This Week Pickup,This Week,Red,1.0
1604,Orrery,Tuesday,6,48,4.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1605,Orrery,Tuesday,6,46,9.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1606,Pont de la Tour,Tuesday,6,50,209.0,This Week Pickup,This Week,Red,1.0
1608,Angler Restaurant,Tuesday,6,46,92.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1609,Launceston Place,Tuesday,6,46,300.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1610,Aster,Tuesday,6,46,33.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1612,14 Hills,Tuesday,6,46,90.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1613,Bluebird Chelsea Private Dining,Tuesday,6,50,31.0,This Week Pickup,This Week,Red,1.0
1614,Pont de la Tour,Tuesday,6,49,66.0,This Week Pickup,Last Week,Orange,1.0
1615,Aster,Tuesday,6,47,13.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1616,Coq d’Argent,Tuesday,6,49,696.0,This Week Pickup,Last Week,Orange,1.0
1618,Angler Restaurant,Tuesday,6,49,87.0,This Week Pickup,Last Week,Orange,1.0
1619,Coq d’Argent,Tuesday,6,48,77.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1620,Launceston Place,Tuesday,6,50,888.0,This Week Pickup,This Week,Red,1.0
1621,Coq d’Argent,Tuesday,6,47,155.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1622,Coq d’Argent,Tuesday,6,46,454.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1624,Crafthouse,Tuesday,6,49,14.0,This Week Pickup,Last Week,Orange,1.0
1626,20 Stories,Tuesday,6,49,902.0,This Week Pickup,Last Week,Orange,1.0
1627,Crafthouse,Tuesday,6,50,34.0,This Week Pickup,This Week,Red,1.0
1631,Aster,Tuesday,6,48,12.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1632,Issho Restaurant,Tuesday,6,49,37.0,This Week Pickup,Last Week,Orange,1.0
1633,Avenue,Tuesday,6,49,100.0,This Week Pickup,Last Week,Orange,1.0
1636,Blueprint Cafe,Tuesday,6,49,100.0,This Week Pickup,Last Week,Orange,1.0
1638,Fish Market,Tuesday,6,46,256.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1639,Madison Restaurant,Tuesday,6,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1640,100 Wardour St,Tuesday,6,46,309.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1641,100 Wardour St,Tuesday,6,49,669.0,This Week Pickup,Last Week,Orange,1.0
1642,100 Wardour St,Tuesday,6,50,976.0,This Week Pickup,This Week,Red,1.0
1643,Madison Restaurant,Tuesday,6,50,6.0,This Week Pickup,This Week,Red,1.0
1644,Radici,Tuesday,6,50,154.0,This Week Pickup,This Week,Red,1.0
1645,Radici,Tuesday,6,49,50.0,This Week Pickup,Last Week,Orange,1.0
1646,Fish Market,Tuesday,6,49,513.0,This Week Pickup,Last Week,Orange,1.0
1647,Avenue,Tuesday,6,46,34.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1648,Avenue,Tuesday,6,50,148.0,This Week Pickup,This Week,Red,1.0
1649,Issho Restaurant,Tuesday,6,50,52.0,This Week Pickup,This Week,Red,1.0
1652,Fish Market,Tuesday,6,50,1488.0,This Week Pickup,This Week,Red,1.0
1653,Coq d’Argent,Tuesday,6,50,1423.0,This Week Pickup,This Week,Red,1.0
1654,14 Hills,Tuesday,6,50,903.0,This Week Pickup,This Week,Red,1.0
1655,Butlers Wharf Chophouse Restaurant,Tuesday,6,50,359.0,This Week Pickup,This Week,Red,1.0
1656,14 Hills,Tuesday,6,49,550.0,This Week Pickup,Last Week,Orange,1.0
1657,Bluebird White City,Tuesday,6,46,110.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1658,Bluebird Chelsea Private Dining,Tuesday,6,49,12.0,This Week Pickup,Last Week,Orange,1.0
1659,Aster,Tuesday,6,50,117.0,This Week Pickup,This Week,Red,1.0
1660,Aster,Tuesday,6,49,44.0,This Week Pickup,Last Week,Orange,1.0
1661,Radici,Tuesday,6,47,4.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1662,Radici,Tuesday,6,46,46.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1664,14 Hills,Tuesday,6,47,2.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1665,Old Bengal Bar,Tuesday,6,50,131.0,This Week Pickup,This Week,Red,1.0
1666,Bluebird White City,Tuesday,6,47,6.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1668,Sartoria,Tuesday,6,46,10.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1669,Bluebird Chelsea Cafe,Tuesday,6,50,59.0,This Week Pickup,This Week,Red,1.0
1670,Bluebird Chelsea Cafe,Tuesday,6,46,11.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1672,Bluebird Chelsea Restaurant,Tuesday,6,46,154.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1673,Bluebird Chelsea Restaurant,Tuesday,6,49,458.0,This Week Pickup,Last Week,Orange,1.0
1674,100 Wardour St Club Bar,Tuesday,6,49,6.0,This Week Pickup,Last Week,Orange,1.0
1675,100 Wardour St Club Bar,Tuesday,6,50,76.0,This Week Pickup,This Week,Red,1.0
1676,Sartoria,Tuesday,6,48,6.0,This Week Pickup,2 Weeks Ago,Blue,0.8
1677,Bluebird Chelsea Restaurant,Tuesday,6,50,821.0,This Week Pickup,This Week,Red,1.0
1678,Bluebird White City,Tuesday,6,50,45.0,This Week Pickup,This Week,Red,1.0
1680,Paternoster Chophouse,Tuesday,6,49,1126.0,This Week Pickup,Last Week,Orange,1.0
1681,Paternoster Chophouse,Tuesday,6,50,1744.0,This Week Pickup,This Week,Red,1.0
1683,100 Wardour St Lounge Bar,Tuesday,6,46,24.0,This Week Pickup,4 Weeks Ago,Blue,0.4
1684,Sartoria,Tuesday,6,47,10.0,This Week Pickup,3 Weeks Ago,Blue,0.6
1685,Sartoria,Tuesday,6,49,27.0,This Week Pickup,Last Week,Orange,1.0
1686,100 Wardour St Lounge Bar,Tuesday,6,50,25.0,This Week Pickup,This Week,Red,1.0
1688,East 59th,Tuesday,6,49,55.0,This Week Pickup,Last Week,Orange,1.0
