,SiteName,LocationName,GenericLocation,Session,Date,Day,OrdDay,Covers
4196,20 Stories,Restaurant,Restaurant,Lunch,2020-02-06,Thursday,4_Thursday,68
4197,20 Stories,Restaurant,Restaurant,Lunch,2020-02-07,Friday,5_Friday,80
4198,20 Stories,Restaurant,Restaurant,Lunch,2020-02-08,Saturday,6_Saturday,81
4199,20 Stories,Restaurant,Restaurant,Lunch,2020-02-09,Sunday,7_Sunday,71
4200,20 Stories,Restaurant,Restaurant,Lunch,2020-02-10,Monday,1_Monday,80
4201,20 Stories,Restaurant,Restaurant,Lunch,2020-02-11,Tuesday,2_Tuesday,65
4202,20 Stories,Restaurant,Restaurant,Lunch,2020-02-12,Wednesday,3_Wednesday,97
4203,20 Stories,Restaurant,Restaurant,Lunch,2020-02-13,Thursday,4_Thursday,85
4204,20 Stories,Restaurant,Restaurant,Lunch,2020-02-14,Friday,5_Friday,127
4205,20 Stories,Restaurant,Restaurant,Lunch,2020-02-15,Saturday,6_Saturday,94
4206,20 Stories,Restaurant,Restaurant,Lunch,2020-02-16,Sunday,7_Sunday,121
4207,20 Stories,Restaurant,Restaurant,Lunch,2020-02-17,Monday,1_Monday,104
4208,20 Stories,Restaurant,Restaurant,Lunch,2020-02-18,Tuesday,2_Tuesday,61
4209,20 Stories,Restaurant,Restaurant,Lunch,2020-02-19,Wednesday,3_Wednesday,78
4210,20 Stories,Restaurant,Restaurant,Lunch,2020-02-20,Thursday,4_Thursday,146
4211,20 Stories,Restaurant,Restaurant,Lunch,2020-02-21,Friday,5_Friday,117
4212,20 Stories,Restaurant,Restaurant,Lunch,2020-02-22,Saturday,6_Saturday,75
4213,20 Stories,Restaurant,Restaurant,Lunch,2020-02-23,Sunday,7_Sunday,112
4214,20 Stories,Restaurant,Restaurant,Lunch,2020-02-24,Monday,1_Monday,75
4215,20 Stories,Restaurant,Restaurant,Lunch,2020-02-25,Tuesday,2_Tuesday,53
4216,20 Stories,Restaurant,Restaurant,Lunch,2020-02-26,Wednesday,3_Wednesday,43
4217,20 Stories,Restaurant,Restaurant,Lunch,2020-02-27,Thursday,4_Thursday,65
4218,20 Stories,Restaurant,Restaurant,Lunch,2020-02-28,Friday,5_Friday,113
4219,20 Stories,Restaurant,Restaurant,Lunch,2020-02-29,Saturday,6_Saturday,147
4220,20 Stories,Restaurant,Restaurant,Lunch,2020-03-01,Sunday,7_Sunday,121
4221,20 Stories,Restaurant,Restaurant,Lunch,2020-03-02,Monday,1_Monday,71
4222,20 Stories,Restaurant,Restaurant,Lunch,2020-03-03,Tuesday,2_Tuesday,48
4223,20 Stories,Restaurant,Restaurant,Lunch,2020-03-04,Wednesday,3_Wednesday,75
4224,20 Stories,Restaurant,Restaurant,Lunch,2020-03-05,Thursday,4_Thursday,42
4266,20 Stories,Terrace,Restaurant,Dinner,2019-02-01,Friday,5_Friday,101
4267,20 Stories,Terrace,Restaurant,Dinner,2019-02-02,Saturday,6_Saturday,111
4268,20 Stories,Terrace,Restaurant,Dinner,2019-02-03,Sunday,7_Sunday,52
4269,20 Stories,Terrace,Restaurant,Dinner,2019-02-04,Monday,1_Monday,31
4270,20 Stories,Terrace,Restaurant,Dinner,2019-02-05,Tuesday,2_Tuesday,67
4271,20 Stories,Terrace,Restaurant,Dinner,2019-02-06,Wednesday,3_Wednesday,93
4272,20 Stories,Terrace,Restaurant,Dinner,2019-02-07,Thursday,4_Thursday,13
4273,20 Stories,Terrace,Restaurant,Dinner,2019-02-08,Friday,5_Friday,86
4274,20 Stories,Terrace,Restaurant,Dinner,2019-02-09,Saturday,6_Saturday,75
4275,20 Stories,Terrace,Restaurant,Dinner,2019-02-10,Sunday,7_Sunday,22
4276,20 Stories,Terrace,Restaurant,Dinner,2019-02-11,Monday,1_Monday,39
4277,20 Stories,Terrace,Restaurant,Dinner,2019-02-12,Tuesday,2_Tuesday,17
4278,20 Stories,Terrace,Restaurant,Dinner,2019-02-13,Wednesday,3_Wednesday,54
4279,20 Stories,Terrace,Restaurant,Dinner,2019-02-14,Thursday,4_Thursday,54
4280,20 Stories,Terrace,Restaurant,Dinner,2019-02-15,Friday,5_Friday,107
4281,20 Stories,Terrace,Restaurant,Dinner,2019-02-16,Saturday,6_Saturday,122
4282,20 Stories,Terrace,Restaurant,Dinner,2019-02-17,Sunday,7_Sunday,41
4283,20 Stories,Terrace,Restaurant,Dinner,2019-02-18,Monday,1_Monday,48
4284,20 Stories,Terrace,Restaurant,Dinner,2019-02-19,Tuesday,2_Tuesday,16
4285,20 Stories,Terrace,Restaurant,Dinner,2019-02-20,Wednesday,3_Wednesday,34
4286,20 Stories,Terrace,Restaurant,Dinner,2019-02-21,Thursday,4_Thursday,70
4287,20 Stories,Terrace,Restaurant,Dinner,2019-02-22,Friday,5_Friday,128
4288,20 Stories,Terrace,Restaurant,Dinner,2019-02-23,Saturday,6_Saturday,131
4289,20 Stories,Terrace,Restaurant,Dinner,2019-02-24,Sunday,7_Sunday,45
4290,20 Stories,Terrace,Restaurant,Dinner,2019-02-25,Monday,1_Monday,31
4291,20 Stories,Terrace,Restaurant,Dinner,2019-02-26,Tuesday,2_Tuesday,42
4292,20 Stories,Terrace,Restaurant,Dinner,2019-02-27,Wednesday,3_Wednesday,17
4293,20 Stories,Terrace,Restaurant,Dinner,2019-02-28,Thursday,4_Thursday,43
4294,20 Stories,Terrace,Restaurant,Dinner,2019-03-01,Friday,5_Friday,119
4295,20 Stories,Terrace,Restaurant,Dinner,2019-03-02,Saturday,6_Saturday,81
4296,20 Stories,Terrace,Restaurant,Dinner,2019-03-03,Sunday,7_Sunday,67
4297,20 Stories,Terrace,Restaurant,Dinner,2019-03-05,Tuesday,2_Tuesday,11
4298,20 Stories,Terrace,Restaurant,Dinner,2019-03-06,Wednesday,3_Wednesday,42
4299,20 Stories,Terrace,Restaurant,Dinner,2019-03-07,Thursday,4_Thursday,48
4585,20 Stories,Terrace,Restaurant,Dinner,2020-01-02,Thursday,4_Thursday,33
4586,20 Stories,Terrace,Restaurant,Dinner,2020-01-03,Friday,5_Friday,84
4587,20 Stories,Terrace,Restaurant,Dinner,2020-01-04,Saturday,6_Saturday,137
4588,20 Stories,Terrace,Restaurant,Dinner,2020-01-05,Sunday,7_Sunday,6
4589,20 Stories,Terrace,Restaurant,Dinner,2020-01-06,Monday,1_Monday,6
4590,20 Stories,Terrace,Restaurant,Dinner,2020-01-07,Tuesday,2_Tuesday,18
4591,20 Stories,Terrace,Restaurant,Dinner,2020-01-08,Wednesday,3_Wednesday,21
4592,20 Stories,Terrace,Restaurant,Dinner,2020-01-09,Thursday,4_Thursday,5
4593,20 Stories,Terrace,Restaurant,Dinner,2020-01-10,Friday,5_Friday,21
4594,20 Stories,Terrace,Restaurant,Dinner,2020-01-11,Saturday,6_Saturday,43
4595,20 Stories,Terrace,Restaurant,Dinner,2020-01-13,Monday,1_Monday,1
4596,20 Stories,Terrace,Restaurant,Dinner,2020-01-15,Wednesday,3_Wednesday,12
4597,20 Stories,Terrace,Restaurant,Dinner,2020-01-16,Thursday,4_Thursday,11
4598,20 Stories,Terrace,Restaurant,Dinner,2020-01-17,Friday,5_Friday,47
4599,20 Stories,Terrace,Restaurant,Dinner,2020-01-18,Saturday,6_Saturday,96
4600,20 Stories,Terrace,Restaurant,Dinner,2020-01-19,Sunday,7_Sunday,33
4601,20 Stories,Terrace,Restaurant,Dinner,2020-01-20,Monday,1_Monday,26
4602,20 Stories,Terrace,Restaurant,Dinner,2020-01-21,Tuesday,2_Tuesday,15
4603,20 Stories,Terrace,Restaurant,Dinner,2020-01-22,Wednesday,3_Wednesday,38
4604,20 Stories,Terrace,Restaurant,Dinner,2020-01-23,Thursday,4_Thursday,9
4605,20 Stories,Terrace,Restaurant,Dinner,2020-01-24,Friday,5_Friday,76
4606,20 Stories,Terrace,Restaurant,Dinner,2020-01-25,Saturday,6_Saturday,94
4607,20 Stories,Terrace,Restaurant,Dinner,2020-01-26,Sunday,7_Sunday,15
4608,20 Stories,Terrace,Restaurant,Dinner,2020-01-27,Monday,1_Monday,17
4609,20 Stories,Terrace,Restaurant,Dinner,2020-01-28,Tuesday,2_Tuesday,15
4610,20 Stories,Terrace,Restaurant,Dinner,2020-01-29,Wednesday,3_Wednesday,14
4611,20 Stories,Terrace,Restaurant,Dinner,2020-01-30,Thursday,4_Thursday,33
4612,20 Stories,Terrace,Restaurant,Dinner,2020-01-31,Friday,5_Friday,20
4613,20 Stories,Terrace,Restaurant,Dinner,2020-02-01,Saturday,6_Saturday,84
4614,20 Stories,Terrace,Restaurant,Dinner,2020-02-02,Sunday,7_Sunday,22
4615,20 Stories,Terrace,Restaurant,Dinner,2020-02-04,Tuesday,2_Tuesday,47
4616,20 Stories,Terrace,Restaurant,Dinner,2020-02-05,Wednesday,3_Wednesday,28
4617,20 Stories,Terrace,Restaurant,Dinner,2020-02-06,Thursday,4_Thursday,56
4618,20 Stories,Terrace,Restaurant,Dinner,2020-02-07,Friday,5_Friday,67
4619,20 Stories,Terrace,Restaurant,Dinner,2020-02-08,Saturday,6_Saturday,59
4620,20 Stories,Terrace,Restaurant,Dinner,2020-02-12,Wednesday,3_Wednesday,3
4621,20 Stories,Terrace,Restaurant,Dinner,2020-02-13,Thursday,4_Thursday,25
4622,20 Stories,Terrace,Restaurant,Dinner,2020-02-14,Friday,5_Friday,88
4623,20 Stories,Terrace,Restaurant,Dinner,2020-02-15,Saturday,6_Saturday,101
4624,20 Stories,Terrace,Restaurant,Dinner,2020-02-16,Sunday,7_Sunday,13
4625,20 Stories,Terrace,Restaurant,Dinner,2020-02-17,Monday,1_Monday,9
4626,20 Stories,Terrace,Restaurant,Dinner,2020-02-18,Tuesday,2_Tuesday,17
4627,20 Stories,Terrace,Restaurant,Dinner,2020-02-19,Wednesday,3_Wednesday,24
4628,20 Stories,Terrace,Restaurant,Dinner,2020-02-20,Thursday,4_Thursday,63
4629,20 Stories,Terrace,Restaurant,Dinner,2020-02-21,Friday,5_Friday,10
4630,20 Stories,Terrace,Restaurant,Dinner,2020-02-22,Saturday,6_Saturday,61
4631,20 Stories,Terrace,Restaurant,Dinner,2020-02-23,Sunday,7_Sunday,21
4632,20 Stories,Terrace,Restaurant,Dinner,2020-02-24,Monday,1_Monday,11
4633,20 Stories,Terrace,Restaurant,Dinner,2020-02-25,Tuesday,2_Tuesday,30
4634,20 Stories,Terrace,Restaurant,Dinner,2020-02-26,Wednesday,3_Wednesday,51
4635,20 Stories,Terrace,Restaurant,Dinner,2020-02-27,Thursday,4_Thursday,32
4636,20 Stories,Terrace,Restaurant,Dinner,2020-02-28,Friday,5_Friday,106
4637,20 Stories,Terrace,Restaurant,Dinner,2020-02-29,Saturday,6_Saturday,88
4638,20 Stories,Terrace,Restaurant,Dinner,2020-03-01,Sunday,7_Sunday,40
4639,20 Stories,Terrace,Restaurant,Dinner,2020-03-02,Monday,1_Monday,13
4640,20 Stories,Terrace,Restaurant,Dinner,2020-03-03,Tuesday,2_Tuesday,37
4641,20 Stories,Terrace,Restaurant,Dinner,2020-03-04,Wednesday,3_Wednesday,25
4642,20 Stories,Terrace,Restaurant,Dinner,2020-03-05,Thursday,4_Thursday,82
4681,20 Stories,Terrace,Restaurant,Lunch,2019-02-01,Friday,5_Friday,21
4682,20 Stories,Terrace,Restaurant,Lunch,2019-02-02,Saturday,6_Saturday,81
4683,20 Stories,Terrace,Restaurant,Lunch,2019-02-03,Sunday,7_Sunday,62
4684,20 Stories,Terrace,Restaurant,Lunch,2019-02-04,Monday,1_Monday,10
4685,20 Stories,Terrace,Restaurant,Lunch,2019-02-05,Tuesday,2_Tuesday,13
4686,20 Stories,Terrace,Restaurant,Lunch,2019-02-06,Wednesday,3_Wednesday,17
4687,20 Stories,Terrace,Restaurant,Lunch,2019-02-07,Thursday,4_Thursday,17
4688,20 Stories,Terrace,Restaurant,Lunch,2019-02-08,Friday,5_Friday,37
4689,20 Stories,Terrace,Restaurant,Lunch,2019-02-09,Saturday,6_Saturday,61
4690,20 Stories,Terrace,Restaurant,Lunch,2019-02-10,Sunday,7_Sunday,35
4691,20 Stories,Terrace,Restaurant,Lunch,2019-02-11,Monday,1_Monday,21
4692,20 Stories,Terrace,Restaurant,Lunch,2019-02-12,Tuesday,2_Tuesday,27
4693,20 Stories,Terrace,Restaurant,Lunch,2019-02-13,Wednesday,3_Wednesday,23
4694,20 Stories,Terrace,Restaurant,Lunch,2019-02-14,Thursday,4_Thursday,30
4695,20 Stories,Terrace,Restaurant,Lunch,2019-02-15,Friday,5_Friday,52
4696,20 Stories,Terrace,Restaurant,Lunch,2019-02-16,Saturday,6_Saturday,69
4697,20 Stories,Terrace,Restaurant,Lunch,2019-02-17,Sunday,7_Sunday,90
4698,20 Stories,Terrace,Restaurant,Lunch,2019-02-18,Monday,1_Monday,27
4699,20 Stories,Terrace,Restaurant,Lunch,2019-02-19,Tuesday,2_Tuesday,17
4700,20 Stories,Terrace,Restaurant,Lunch,2019-02-20,Wednesday,3_Wednesday,22
4701,20 Stories,Terrace,Restaurant,Lunch,2019-02-21,Thursday,4_Thursday,68
4702,20 Stories,Terrace,Restaurant,Lunch,2019-02-22,Friday,5_Friday,111
4703,20 Stories,Terrace,Restaurant,Lunch,2019-02-23,Saturday,6_Saturday,134
4704,20 Stories,Terrace,Restaurant,Lunch,2019-02-24,Sunday,7_Sunday,94
4705,20 Stories,Terrace,Restaurant,Lunch,2019-02-25,Monday,1_Monday,17
4706,20 Stories,Terrace,Restaurant,Lunch,2019-02-26,Tuesday,2_Tuesday,29
4707,20 Stories,Terrace,Restaurant,Lunch,2019-02-27,Wednesday,3_Wednesday,18
4708,20 Stories,Terrace,Restaurant,Lunch,2019-02-28,Thursday,4_Thursday,22
4709,20 Stories,Terrace,Restaurant,Lunch,2019-03-01,Friday,5_Friday,48
4710,20 Stories,Terrace,Restaurant,Lunch,2019-03-02,Saturday,6_Saturday,75
4711,20 Stories,Terrace,Restaurant,Lunch,2019-03-03,Sunday,7_Sunday,51
4712,20 Stories,Terrace,Restaurant,Lunch,2019-03-04,Monday,1_Monday,4
4713,20 Stories,Terrace,Restaurant,Lunch,2019-03-05,Tuesday,2_Tuesday,28
4714,20 Stories,Terrace,Restaurant,Lunch,2019-03-06,Wednesday,3_Wednesday,5
4715,20 Stories,Terrace,Restaurant,Lunch,2019-03-07,Thursday,4_Thursday,16
4999,20 Stories,Terrace,Restaurant,Lunch,2020-01-02,Thursday,4_Thursday,38
5000,20 Stories,Terrace,Restaurant,Lunch,2020-01-03,Friday,5_Friday,27
5001,20 Stories,Terrace,Restaurant,Lunch,2020-01-04,Saturday,6_Saturday,50
5002,20 Stories,Terrace,Restaurant,Lunch,2020-01-05,Sunday,7_Sunday,29
5003,20 Stories,Terrace,Restaurant,Lunch,2020-01-06,Monday,1_Monday,7
5004,20 Stories,Terrace,Restaurant,Lunch,2020-01-07,Tuesday,2_Tuesday,12
5005,20 Stories,Terrace,Restaurant,Lunch,2020-01-09,Thursday,4_Thursday,12
5006,20 Stories,Terrace,Restaurant,Lunch,2020-01-10,Friday,5_Friday,47
5007,20 Stories,Terrace,Restaurant,Lunch,2020-01-11,Saturday,6_Saturday,37
5008,20 Stories,Terrace,Restaurant,Lunch,2020-01-12,Sunday,7_Sunday,18
5009,20 Stories,Terrace,Restaurant,Lunch,2020-01-13,Monday,1_Monday,1
5010,20 Stories,Terrace,Restaurant,Lunch,2020-01-14,Tuesday,2_Tuesday,3
5011,20 Stories,Terrace,Restaurant,Lunch,2020-01-16,Thursday,4_Thursday,2
5012,20 Stories,Terrace,Restaurant,Lunch,2020-01-17,Friday,5_Friday,10
5013,20 Stories,Terrace,Restaurant,Lunch,2020-01-18,Saturday,6_Saturday,51
5014,20 Stories,Terrace,Restaurant,Lunch,2020-01-19,Sunday,7_Sunday,29
5015,20 Stories,Terrace,Restaurant,Lunch,2020-01-20,Monday,1_Monday,11
5016,20 Stories,Terrace,Restaurant,Lunch,2020-01-21,Tuesday,2_Tuesday,2
5017,20 Stories,Terrace,Restaurant,Lunch,2020-01-22,Wednesday,3_Wednesday,9
5018,20 Stories,Terrace,Restaurant,Lunch,2020-01-23,Thursday,4_Thursday,1
5019,20 Stories,Terrace,Restaurant,Lunch,2020-01-24,Friday,5_Friday,27
5020,20 Stories,Terrace,Restaurant,Lunch,2020-01-25,Saturday,6_Saturday,43
5021,20 Stories,Terrace,Restaurant,Lunch,2020-01-26,Sunday,7_Sunday,12
5022,20 Stories,Terrace,Restaurant,Lunch,2020-01-27,Monday,1_Monday,8
5023,20 Stories,Terrace,Restaurant,Lunch,2020-01-28,Tuesday,2_Tuesday,4
5024,20 Stories,Terrace,Restaurant,Lunch,2020-01-29,Wednesday,3_Wednesday,16
5025,20 Stories,Terrace,Restaurant,Lunch,2020-01-30,Thursday,4_Thursday,20
5026,20 Stories,Terrace,Restaurant,Lunch,2020-01-31,Friday,5_Friday,24
5027,20 Stories,Terrace,Restaurant,Lunch,2020-02-01,Saturday,6_Saturday,44
5028,20 Stories,Terrace,Restaurant,Lunch,2020-02-02,Sunday,7_Sunday,14
5029,20 Stories,Terrace,Restaurant,Lunch,2020-02-03,Monday,1_Monday,2
5030,20 Stories,Terrace,Restaurant,Lunch,2020-02-04,Tuesday,2_Tuesday,5
5031,20 Stories,Terrace,Restaurant,Lunch,2020-02-06,Thursday,4_Thursday,15
5032,20 Stories,Terrace,Restaurant,Lunch,2020-02-07,Friday,5_Friday,29
5033,20 Stories,Terrace,Restaurant,Lunch,2020-02-08,Saturday,6_Saturday,79
5034,20 Stories,Terrace,Restaurant,Lunch,2020-02-12,Wednesday,3_Wednesday,1
5035,20 Stories,Terrace,Restaurant,Lunch,2020-02-13,Thursday,4_Thursday,12
5036,20 Stories,Terrace,Restaurant,Lunch,2020-02-14,Friday,5_Friday,12
5037,20 Stories,Terrace,Restaurant,Lunch,2020-02-15,Saturday,6_Saturday,19
5038,20 Stories,Terrace,Restaurant,Lunch,2020-02-17,Monday,1_Monday,3
5039,20 Stories,Terrace,Restaurant,Lunch,2020-02-18,Tuesday,2_Tuesday,6
5040,20 Stories,Terrace,Restaurant,Lunch,2020-02-19,Wednesday,3_Wednesday,21
5041,20 Stories,Terrace,Restaurant,Lunch,2020-02-20,Thursday,4_Thursday,11
5042,20 Stories,Terrace,Restaurant,Lunch,2020-02-21,Friday,5_Friday,2
5043,20 Stories,Terrace,Restaurant,Lunch,2020-02-22,Saturday,6_Saturday,15
5044,20 Stories,Terrace,Restaurant,Lunch,2020-02-24,Monday,1_Monday,3
5045,20 Stories,Terrace,Restaurant,Lunch,2020-02-25,Tuesday,2_Tuesday,16
5046,20 Stories,Terrace,Restaurant,Lunch,2020-02-26,Wednesday,3_Wednesday,24
5047,20 Stories,Terrace,Restaurant,Lunch,2020-02-27,Thursday,4_Thursday,3
5048,20 Stories,Terrace,Restaurant,Lunch,2020-02-28,Friday,5_Friday,27
5049,20 Stories,Terrace,Restaurant,Lunch,2020-02-29,Saturday,6_Saturday,67
5050,20 Stories,Terrace,Restaurant,Lunch,2020-03-01,Sunday,7_Sunday,44
5051,20 Stories,Terrace,Restaurant,Lunch,2020-03-03,Tuesday,2_Tuesday,4
5052,20 Stories,Terrace,Restaurant,Lunch,2020-03-04,Wednesday,3_Wednesday,29
5053,20 Stories,Terrace,Restaurant,Lunch,2020-03-05,Thursday,4_Thursday,33
5086,Aster,Café,Restaurant,Breakfast,2019-02-01,Friday,5_Friday,35
5087,Aster,Café,Restaurant,Breakfast,2019-02-04,Monday,1_Monday,21
5088,Aster,Café,Restaurant,Breakfast,2019-02-05,Tuesday,2_Tuesday,49
5089,Aster,Café,Restaurant,Breakfast,2019-02-06,Wednesday,3_Wednesday,47
5090,Aster,Café,Restaurant,Breakfast,2019-02-07,Thursday,4_Thursday,49
5091,Aster,Café,Restaurant,Breakfast,2019-02-08,Friday,5_Friday,53
5092,Aster,Café,Restaurant,Breakfast,2019-02-11,Monday,1_Monday,10
5093,Aster,Café,Restaurant,Breakfast,2019-02-12,Tuesday,2_Tuesday,25
5094,Aster,Café,Restaurant,Breakfast,2019-02-13,Wednesday,3_Wednesday,40
5095,Aster,Café,Restaurant,Breakfast,2019-02-14,Thursday,4_Thursday,52
5096,Aster,Café,Restaurant,Breakfast,2019-02-15,Friday,5_Friday,31
5097,Aster,Café,Restaurant,Breakfast,2019-02-18,Monday,1_Monday,4
5098,Aster,Café,Restaurant,Breakfast,2019-02-19,Tuesday,2_Tuesday,27
5099,Aster,Café,Restaurant,Breakfast,2019-02-20,Wednesday,3_Wednesday,43
5100,Aster,Café,Restaurant,Breakfast,2019-02-21,Thursday,4_Thursday,32
5101,Aster,Café,Restaurant,Breakfast,2019-02-22,Friday,5_Friday,38
5102,Aster,Café,Restaurant,Breakfast,2019-02-25,Monday,1_Monday,10
5103,Aster,Café,Restaurant,Breakfast,2019-02-26,Tuesday,2_Tuesday,36
5104,Aster,Café,Restaurant,Breakfast,2019-02-27,Wednesday,3_Wednesday,46
5105,Aster,Café,Restaurant,Breakfast,2019-02-28,Thursday,4_Thursday,53
5106,Aster,Café,Restaurant,Breakfast,2019-03-01,Friday,5_Friday,27
5107,Aster,Café,Restaurant,Breakfast,2019-03-03,Sunday,7_Sunday,3
5108,Aster,Café,Restaurant,Breakfast,2019-03-04,Monday,1_Monday,13
5109,Aster,Café,Restaurant,Breakfast,2019-03-05,Tuesday,2_Tuesday,39
5110,Aster,Café,Restaurant,Breakfast,2019-03-06,Wednesday,3_Wednesday,52
5111,Aster,Café,Restaurant,Breakfast,2019-03-07,Thursday,4_Thursday,54
5325,Aster,Café,Restaurant,Breakfast,2020-01-03,Friday,5_Friday,12
5326,Aster,Café,Restaurant,Breakfast,2020-01-06,Monday,1_Monday,9
5327,Aster,Café,Restaurant,Breakfast,2020-01-07,Tuesday,2_Tuesday,7
5328,Aster,Café,Restaurant,Breakfast,2020-01-08,Wednesday,3_Wednesday,18
5329,Aster,Café,Restaurant,Breakfast,2020-01-09,Thursday,4_Thursday,16
5330,Aster,Café,Restaurant,Breakfast,2020-01-10,Friday,5_Friday,23
5331,Aster,Café,Restaurant,Breakfast,2020-01-13,Monday,1_Monday,8
5332,Aster,Café,Restaurant,Breakfast,2020-01-14,Tuesday,2_Tuesday,39
5333,Aster,Café,Restaurant,Breakfast,2020-01-15,Wednesday,3_Wednesday,35
5334,Aster,Café,Restaurant,Breakfast,2020-01-16,Thursday,4_Thursday,37
5335,Aster,Café,Restaurant,Breakfast,2020-01-17,Friday,5_Friday,32
5336,Aster,Café,Restaurant,Breakfast,2020-01-20,Monday,1_Monday,11
5337,Aster,Café,Restaurant,Breakfast,2020-01-21,Tuesday,2_Tuesday,35
5338,Aster,Café,Restaurant,Breakfast,2020-01-22,Wednesday,3_Wednesday,27
5339,Aster,Café,Restaurant,Breakfast,2020-01-23,Thursday,4_Thursday,29
5340,Aster,Café,Restaurant,Breakfast,2020-01-24,Friday,5_Friday,33
5341,Aster,Café,Restaurant,Breakfast,2020-01-27,Monday,1_Monday,13
5342,Aster,Café,Restaurant,Breakfast,2020-01-28,Tuesday,2_Tuesday,47
5343,Aster,Café,Restaurant,Breakfast,2020-01-29,Wednesday,3_Wednesday,34
5344,Aster,Café,Restaurant,Breakfast,2020-01-30,Thursday,4_Thursday,18
5345,Aster,Café,Restaurant,Breakfast,2020-01-31,Friday,5_Friday,32
5346,Aster,Café,Restaurant,Breakfast,2020-02-03,Monday,1_Monday,26
5347,Aster,Café,Restaurant,Breakfast,2020-02-04,Tuesday,2_Tuesday,29
5348,Aster,Café,Restaurant,Breakfast,2020-02-05,Wednesday,3_Wednesday,30
5349,Aster,Café,Restaurant,Breakfast,2020-02-06,Thursday,4_Thursday,18
5350,Aster,Café,Restaurant,Breakfast,2020-02-07,Friday,5_Friday,31
5351,Aster,Café,Restaurant,Breakfast,2020-02-10,Monday,1_Monday,10
5352,Aster,Café,Restaurant,Breakfast,2020-02-11,Tuesday,2_Tuesday,48
5353,Aster,Café,Restaurant,Breakfast,2020-02-12,Wednesday,3_Wednesday,25
5354,Aster,Café,Restaurant,Breakfast,2020-02-13,Thursday,4_Thursday,23
5355,Aster,Café,Restaurant,Breakfast,2020-02-14,Friday,5_Friday,32
5356,Aster,Café,Restaurant,Breakfast,2020-02-17,Monday,1_Monday,14
5357,Aster,Café,Restaurant,Breakfast,2020-02-18,Tuesday,2_Tuesday,35
5358,Aster,Café,Restaurant,Breakfast,2020-02-19,Wednesday,3_Wednesday,32
5359,Aster,Café,Restaurant,Breakfast,2020-02-20,Thursday,4_Thursday,23
5360,Aster,Café,Restaurant,Breakfast,2020-02-21,Friday,5_Friday,19
5361,Aster,Café,Restaurant,Breakfast,2020-02-24,Monday,1_Monday,20
5362,Aster,Café,Restaurant,Breakfast,2020-02-25,Tuesday,2_Tuesday,23
5363,Aster,Café,Restaurant,Breakfast,2020-02-26,Wednesday,3_Wednesday,51
5364,Aster,Café,Restaurant,Breakfast,2020-02-27,Thursday,4_Thursday,39
5365,Aster,Café,Restaurant,Breakfast,2020-02-28,Friday,5_Friday,33
5366,Aster,Café,Restaurant,Breakfast,2020-03-02,Monday,1_Monday,11
5367,Aster,Café,Restaurant,Breakfast,2020-03-03,Tuesday,2_Tuesday,13
5368,Aster,Café,Restaurant,Breakfast,2020-03-04,Wednesday,3_Wednesday,29
5369,Aster,Café,Restaurant,Breakfast,2020-03-05,Thursday,4_Thursday,46
5405,Aster,Café,Restaurant,Dinner,2019-02-01,Friday,5_Friday,55
5406,Aster,Café,Restaurant,Dinner,2019-02-02,Saturday,6_Saturday,44
5407,Aster,Café,Restaurant,Dinner,2019-02-04,Monday,1_Monday,79
5408,Aster,Café,Restaurant,Dinner,2019-02-05,Tuesday,2_Tuesday,62
5409,Aster,Café,Restaurant,Dinner,2019-02-06,Wednesday,3_Wednesday,53
5410,Aster,Café,Restaurant,Dinner,2019-02-07,Thursday,4_Thursday,94
5411,Aster,Café,Restaurant,Dinner,2019-02-08,Friday,5_Friday,72
5412,Aster,Café,Restaurant,Dinner,2019-02-09,Saturday,6_Saturday,119
5413,Aster,Café,Restaurant,Dinner,2019-02-10,Sunday,7_Sunday,14
5414,Aster,Café,Restaurant,Dinner,2019-02-11,Monday,1_Monday,58
5415,Aster,Café,Restaurant,Dinner,2019-02-12,Tuesday,2_Tuesday,76
5416,Aster,Café,Restaurant,Dinner,2019-02-13,Wednesday,3_Wednesday,79
5417,Aster,Café,Restaurant,Dinner,2019-02-14,Thursday,4_Thursday,82
5418,Aster,Café,Restaurant,Dinner,2019-02-15,Friday,5_Friday,70
5419,Aster,Café,Restaurant,Dinner,2019-02-16,Saturday,6_Saturday,83
5420,Aster,Café,Restaurant,Dinner,2019-02-17,Sunday,7_Sunday,23
5421,Aster,Café,Restaurant,Dinner,2019-02-18,Monday,1_Monday,86
5422,Aster,Café,Restaurant,Dinner,2019-02-19,Tuesday,2_Tuesday,107
5423,Aster,Café,Restaurant,Dinner,2019-02-20,Wednesday,3_Wednesday,84
5424,Aster,Café,Restaurant,Dinner,2019-02-21,Thursday,4_Thursday,82
5425,Aster,Café,Restaurant,Dinner,2019-02-22,Friday,5_Friday,85
5426,Aster,Café,Restaurant,Dinner,2019-02-23,Saturday,6_Saturday,72
5427,Aster,Café,Restaurant,Dinner,2019-02-24,Sunday,7_Sunday,10
5428,Aster,Café,Restaurant,Dinner,2019-02-25,Monday,1_Monday,65
5429,Aster,Café,Restaurant,Dinner,2019-02-26,Tuesday,2_Tuesday,64
5430,Aster,Café,Restaurant,Dinner,2019-02-27,Wednesday,3_Wednesday,45
5431,Aster,Café,Restaurant,Dinner,2019-02-28,Thursday,4_Thursday,101
5432,Aster,Café,Restaurant,Dinner,2019-03-01,Friday,5_Friday,72
