,Restaurant,Week,Day,This Week,Last Week,Last Year,vs. LW,vs. LW %,vs. LY,vs. LY %
198,Angler Restaurant,Next Week,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
199,Angler Restaurant,Next Week,Sunday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
39,Angler Restaurant,Next Week,Full Week,0.0,-1.0,5.0,1.0,-1.0,-5.0,-1.0
213,Angler Restaurant,Two Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
214,Angler Restaurant,Two Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
215,Angler Restaurant,Two Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1216,Angler Restaurant,Two Weeks,Thursday,0.0,4.0,0.0,-4.0,-1.0,0.0,1.0
212,Angler Restaurant,Two Weeks,Friday,2.0,2.0,0.0,0.0,0.5,2.0,2.0
1215,Angler Restaurant,Two Weeks,Saturday,0.0,5.0,0.0,-5.0,-1.0,0.0,1.0
44,Angler Restaurant,Two Weeks,Full Week,2.0,11.0,2.0,-9.0,-0.8181818181818182,0.0,0.5
1540,Angler Restaurant,Three Weeks,Tuesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
1214,Angler Restaurant,Three Weeks,Wednesday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
211,Angler Restaurant,Three Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1213,Angler Restaurant,Three Weeks,Friday,0.0,2.0,-2.0,-2.0,-1.0,2.0,-1.0
1539,Angler Restaurant,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
43,Angler Restaurant,Three Weeks,Full Week,0.0,4.0,0.0,-4.0,-1.0,0.0,1.0
1526,Angler Restaurant,Four Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1527,Angler Restaurant,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
196,Angler Restaurant,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1212,Angler Restaurant,Four Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
194,Angler Restaurant,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
195,Angler Restaurant,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
38,Angler Restaurant,Four Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1523,Angler Restaurant,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1525,Angler Restaurant,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
193,Angler Restaurant,Five Weeks,Wednesday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1524,Angler Restaurant,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1211,Angler Restaurant,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
192,Angler Restaurant,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
37,Angler Restaurant,Five Weeks,Full Week,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1534,Angler Restaurant,Six Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1536,Angler Restaurant,Six Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1537,Angler Restaurant,Six Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1535,Angler Restaurant,Six Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1533,Angler Restaurant,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
204,Angler Restaurant,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
41,Angler Restaurant,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1531,Angler Restaurant,Seven Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1532,Angler Restaurant,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
203,Angler Restaurant,Seven Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1530,Angler Restaurant,Seven Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
202,Angler Restaurant,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
40,Angler Restaurant,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1520,Angler Restaurant,Eight Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1521,Angler Restaurant,Eight Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1522,Angler Restaurant,Eight Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1210,Angler Restaurant,Eight Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1519,Angler Restaurant,Eight Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
191,Angler Restaurant,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
36,Angler Restaurant,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
232,Aster,This Week,Monday,-11.0,0.0,0.0,-11.0,-11.0,-11.0,-11.0
236,Aster,This Week,Tuesday,-1.0,0.0,11.0,-1.0,-1.0,-12.0,-1.0909090909090908
237,Aster,This Week,Wednesday,4.0,2.0,0.0,2.0,1.0,4.0,4.0
235,Aster,This Week,Thursday,8.0,2.0,9.0,6.0,3.0,-1.0,-0.1111111111111111
231,Aster,This Week,Friday,9.0,0.0,0.0,9.0,9.0,9.0,9.0
233,Aster,This Week,Saturday,5.0,0.0,5.0,5.0,5.0,0.0,0.2
234,Aster,This Week,Sunday,7.0,0.0,7.0,7.0,7.0,0.0,0.14285714285714285
51,Aster,This Week,Full Week,21.0,4.0,32.0,17.0,4.25,-11.0,-0.34375
224,Aster,Next Week,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
227,Aster,Next Week,Tuesday,0.0,0.0,5.0,0.0,1.0,-5.0,-1.0
228,Aster,Next Week,Wednesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
226,Aster,Next Week,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
223,Aster,Next Week,Friday,4.0,0.0,0.0,4.0,4.0,4.0,4.0
225,Aster,Next Week,Saturday,0.0,4.0,7.0,-4.0,-1.0,-7.0,-1.0
1220,Aster,Next Week,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
48,Aster,Next Week,Full Week,4.0,4.0,14.0,0.0,0.25,-10.0,-0.7142857142857143
241,Aster,Two Weeks,Monday,8.0,0.0,0.0,8.0,8.0,8.0,8.0
244,Aster,Two Weeks,Tuesday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1226,Aster,Two Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
243,Aster,Two Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1224,Aster,Two Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1225,Aster,Two Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
242,Aster,Two Weeks,Sunday,2.0,0.0,0.0,2.0,2.0,2.0,2.0
53,Aster,Two Weeks,Full Week,10.0,0.0,4.0,10.0,10.0,6.0,1.5
1555,Aster,Three Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1223,Aster,Three Weeks,Tuesday,0.0,0.0,13.0,0.0,1.0,-13.0,-1.0
240,Aster,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
239,Aster,Three Weeks,Thursday,7.0,0.0,0.0,7.0,7.0,7.0,7.0
238,Aster,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1556,Aster,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1557,Aster,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
52,Aster,Three Weeks,Full Week,7.0,0.0,13.0,7.0,7.0,-6.0,-0.46153846153846156
1550,Aster,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1219,Aster,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1218,Aster,Four Weeks,Thursday,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1217,Aster,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1549,Aster,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
47,Aster,Four Weeks,Full Week,0.0,2.0,0.0,-2.0,-1.0,0.0,1.0
1546,Aster,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
222,Aster,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1548,Aster,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
221,Aster,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1547,Aster,Five Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
46,Aster,Five Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
230,Aster,Six Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1554,Aster,Six Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1553,Aster,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1222,Aster,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
50,Aster,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1221,Aster,Seven Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
229,Aster,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1551,Aster,Seven Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1552,Aster,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
49,Aster,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
220,Aster,Eight Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1544,Aster,Eight Weeks,Friday,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1545,Aster,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
45,Aster,Eight Weeks,Full Week,0.0,0.0,4.0,0.0,1.0,-4.0,-1.0
1574,Avenue,This Week,Monday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
263,Avenue,This Week,Tuesday,2.0,0.0,0.0,2.0,2.0,2.0,2.0
264,Avenue,This Week,Wednesday,0.0,0.0,-7.0,0.0,1.0,7.0,-1.0
262,Avenue,This Week,Thursday,3.0,6.0,0.0,-3.0,-0.5,3.0,3.0
259,Avenue,This Week,Friday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
260,Avenue,This Week,Saturday,11.0,1.0,8.0,10.0,10.0,3.0,0.375
261,Avenue,This Week,Sunday,7.0,0.0,8.0,7.0,7.0,-1.0,-0.125
60,Avenue,This Week,Full Week,23.0,7.0,13.0,16.0,2.2857142857142856,10.0,0.7692307692307693
1569,Avenue,Next Week,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
255,Avenue,Next Week,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
256,Avenue,Next Week,Wednesday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
254,Avenue,Next Week,Thursday,0.0,0.0,3.0,0.0,1.0,-3.0,-1.0
251,Avenue,Next Week,Friday,-2.0,2.0,0.0,-4.0,-2.0,-2.0,-2.0
252,Avenue,Next Week,Saturday,6.0,-6.0,0.0,12.0,-2.0,6.0,6.0
253,Avenue,Next Week,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
57,Avenue,Next Week,Full Week,4.0,-4.0,5.0,8.0,-2.0,-1.0,-0.2
1234,Avenue,Two Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
271,Avenue,Two Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
270,Avenue,Two Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1576,Avenue,Two Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1233,Avenue,Two Weeks,Saturday,0.0,4.0,0.0,-4.0,-1.0,0.0,1.0
269,Avenue,Two Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
62,Avenue,Two Weeks,Full Week,0.0,4.0,0.0,-4.0,-1.0,0.0,1.0
1575,Avenue,Three Weeks,Tuesday,0.0,0.0,6.0,0.0,1.0,-6.0,-1.0
268,Avenue,Three Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
267,Avenue,Three Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1232,Avenue,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
265,Avenue,Three Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
266,Avenue,Three Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
61,Avenue,Three Weeks,Full Week,0.0,0.0,6.0,0.0,1.0,-6.0,-1.0
1568,Avenue,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1229,Avenue,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1228,Avenue,Four Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1566,Avenue,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
250,Avenue,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1567,Avenue,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
56,Avenue,Four Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1562,Avenue,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1564,Avenue,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1565,Avenue,Five Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
249,Avenue,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1561,Avenue,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1563,Avenue,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
55,Avenue,Five Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1572,Avenue,Six Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1231,Avenue,Six Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1573,Avenue,Six Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1230,Avenue,Six Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
258,Avenue,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
59,Avenue,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1571,Avenue,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1570,Avenue,Seven Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
257,Avenue,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
58,Avenue,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1227,Avenue,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
54,Avenue,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
314,Bluebird Chelsea Restaurant,This Week,Monday,13.0,0.0,14.0,13.0,13.0,-1.0,-0.07142857142857142
318,Bluebird Chelsea Restaurant,This Week,Tuesday,-11.0,0.0,7.0,-11.0,-11.0,-18.0,-2.5714285714285716
319,Bluebird Chelsea Restaurant,This Week,Wednesday,19.0,11.0,2.0,8.0,0.7272727272727273,17.0,8.5
317,Bluebird Chelsea Restaurant,This Week,Thursday,5.0,6.0,0.0,-1.0,-0.16666666666666666,5.0,5.0
313,Bluebird Chelsea Restaurant,This Week,Friday,19.0,24.0,17.0,-5.0,-0.20833333333333334,2.0,0.11764705882352941
315,Bluebird Chelsea Restaurant,This Week,Saturday,9.0,14.0,34.0,-5.0,-0.35714285714285715,-25.0,-0.7352941176470589
316,Bluebird Chelsea Restaurant,This Week,Sunday,14.0,22.0,22.0,-8.0,-0.36363636363636365,-8.0,-0.36363636363636365
69,Bluebird Chelsea Restaurant,This Week,Full Week,68.0,77.0,96.0,-9.0,-0.11688311688311688,-28.0,-0.2916666666666667
303,Bluebird Chelsea Restaurant,Next Week,Monday,4.0,2.0,-2.0,2.0,1.0,6.0,-3.0
307,Bluebird Chelsea Restaurant,Next Week,Tuesday,8.0,2.0,2.0,6.0,3.0,6.0,3.0
308,Bluebird Chelsea Restaurant,Next Week,Wednesday,3.0,8.0,13.0,-5.0,-0.625,-10.0,-0.7692307692307693
306,Bluebird Chelsea Restaurant,Next Week,Thursday,0.0,11.0,-4.0,-11.0,-1.0,4.0,-1.0
302,Bluebird Chelsea Restaurant,Next Week,Friday,11.0,19.0,2.0,-8.0,-0.42105263157894735,9.0,4.5
304,Bluebird Chelsea Restaurant,Next Week,Saturday,10.0,23.0,25.0,-13.0,-0.5652173913043478,-15.0,-0.6
305,Bluebird Chelsea Restaurant,Next Week,Sunday,23.0,8.0,2.0,15.0,1.875,21.0,10.5
66,Bluebird Chelsea Restaurant,Next Week,Full Week,59.0,73.0,38.0,-14.0,-0.1917808219178082,21.0,0.5526315789473685
328,Bluebird Chelsea Restaurant,Two Weeks,Monday,3.0,0.0,11.0,3.0,3.0,-8.0,-0.7272727272727273
332,Bluebird Chelsea Restaurant,Two Weeks,Tuesday,9.0,0.0,10.0,9.0,9.0,-1.0,-0.1
333,Bluebird Chelsea Restaurant,Two Weeks,Wednesday,-4.0,6.0,0.0,-10.0,-1.6666666666666667,-4.0,-4.0
331,Bluebird Chelsea Restaurant,Two Weeks,Thursday,23.0,2.0,0.0,21.0,10.5,23.0,23.0
327,Bluebird Chelsea Restaurant,Two Weeks,Friday,6.0,6.0,2.0,0.0,0.16666666666666666,4.0,2.0
329,Bluebird Chelsea Restaurant,Two Weeks,Saturday,0.0,0.0,9.0,0.0,1.0,-9.0,-1.0
330,Bluebird Chelsea Restaurant,Two Weeks,Sunday,5.0,-2.0,-6.0,7.0,-3.5,11.0,-1.8333333333333333
71,Bluebird Chelsea Restaurant,Two Weeks,Full Week,42.0,12.0,26.0,30.0,2.5,16.0,0.6153846153846154
321,Bluebird Chelsea Restaurant,Three Weeks,Monday,2.0,0.0,0.0,2.0,2.0,2.0,2.0
325,Bluebird Chelsea Restaurant,Three Weeks,Tuesday,7.0,6.0,4.0,1.0,0.16666666666666666,3.0,0.75
326,Bluebird Chelsea Restaurant,Three Weeks,Wednesday,0.0,-1.0,0.0,1.0,-1.0,0.0,1.0
324,Bluebird Chelsea Restaurant,Three Weeks,Thursday,22.0,2.0,0.0,20.0,10.0,22.0,22.0
320,Bluebird Chelsea Restaurant,Three Weeks,Friday,0.0,4.0,0.0,-4.0,-1.0,0.0,1.0
322,Bluebird Chelsea Restaurant,Three Weeks,Saturday,2.0,3.0,0.0,-1.0,-0.3333333333333333,2.0,2.0
323,Bluebird Chelsea Restaurant,Three Weeks,Sunday,0.0,0.0,2.0,0.0,1.0,-2.0,-1.0
70,Bluebird Chelsea Restaurant,Three Weeks,Full Week,33.0,14.0,6.0,19.0,1.3571428571428572,27.0,4.5
1241,Bluebird Chelsea Restaurant,Four Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1244,Bluebird Chelsea Restaurant,Four Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1245,Bluebird Chelsea Restaurant,Four Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1243,Bluebird Chelsea Restaurant,Four Weeks,Thursday,0.0,5.0,0.0,-5.0,-1.0,0.0,1.0
1240,Bluebird Chelsea Restaurant,Four Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
301,Bluebird Chelsea Restaurant,Four Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1242,Bluebird Chelsea Restaurant,Four Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
65,Bluebird Chelsea Restaurant,Four Weeks,Full Week,0.0,5.0,0.0,-5.0,-1.0,0.0,1.0
1661,Bluebird Chelsea Restaurant,Five Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1663,Bluebird Chelsea Restaurant,Five Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
300,Bluebird Chelsea Restaurant,Five Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1662,Bluebird Chelsea Restaurant,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
297,Bluebird Chelsea Restaurant,Five Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
298,Bluebird Chelsea Restaurant,Five Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
299,Bluebird Chelsea Restaurant,Five Weeks,Sunday,0.0,0.0,13.0,0.0,1.0,-13.0,-1.0
64,Bluebird Chelsea Restaurant,Five Weeks,Full Week,0.0,0.0,13.0,0.0,1.0,-13.0,-1.0
312,Bluebird Chelsea Restaurant,Six Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
311,Bluebird Chelsea Restaurant,Six Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1665,Bluebird Chelsea Restaurant,Six Weeks,Saturday,0.0,0.0,8.0,0.0,1.0,-8.0,-1.0
1247,Bluebird Chelsea Restaurant,Six Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
68,Bluebird Chelsea Restaurant,Six Weeks,Full Week,0.0,0.0,8.0,0.0,1.0,-8.0,-1.0
310,Bluebird Chelsea Restaurant,Seven Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1246,Bluebird Chelsea Restaurant,Seven Weeks,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1664,Bluebird Chelsea Restaurant,Seven Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
309,Bluebird Chelsea Restaurant,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
67,Bluebird Chelsea Restaurant,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1660,Bluebird Chelsea Restaurant,Eight Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1239,Bluebird Chelsea Restaurant,Eight Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1238,Bluebird Chelsea Restaurant,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
296,Bluebird Chelsea Restaurant,Eight Weeks,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63,Bluebird Chelsea Restaurant,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
358,Bluebird White City,This Week,Monday,7.0,0.0,-1.0,7.0,7.0,8.0,-8.0
362,Bluebird White City,This Week,Tuesday,2.0,0.0,16.0,2.0,2.0,-14.0,-0.875
363,Bluebird White City,This Week,Wednesday,0.0,10.0,0.0,-10.0,-1.0,0.0,1.0
361,Bluebird White City,This Week,Thursday,5.0,6.0,1.0,-1.0,-0.16666666666666666,4.0,4.0
357,Bluebird White City,This Week,Friday,0.0,0.0,5.0,0.0,1.0,-5.0,-1.0
359,Bluebird White City,This Week,Saturday,3.0,0.0,6.0,3.0,3.0,-3.0,-0.5
360,Bluebird White City,This Week,Sunday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
78,Bluebird White City,This Week,Full Week,17.0,16.0,27.0,1.0,0.0625,-10.0,-0.37037037037037035
351,Bluebird White City,Next Week,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
355,Bluebird White City,Next Week,Tuesday,5.0,0.0,0.0,5.0,5.0,5.0,5.0
356,Bluebird White City,Next Week,Wednesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
354,Bluebird White City,Next Week,Thursday,3.0,0.0,0.0,3.0,3.0,3.0,3.0
350,Bluebird White City,Next Week,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
352,Bluebird White City,Next Week,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
353,Bluebird White City,Next Week,Sunday,3.0,0.0,0.0,3.0,3.0,3.0,3.0
75,Bluebird White City,Next Week,Full Week,11.0,0.0,0.0,11.0,11.0,11.0,11.0
364,Bluebird White City,Two Weeks,Monday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
365,Bluebird White City,Two Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1258,Bluebird White City,Two Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1259,Bluebird White City,Two Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
80,Bluebird White City,Two Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1256,Bluebird White City,Three Weeks,Monday,0.0,3.0,0.0,-3.0,-1.0,0.0,1.0
1677,Bluebird White City,Three Weeks,Friday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1257,Bluebird White City,Three Weeks,Saturday,0.0,0.0,-3.0,0.0,1.0,3.0,-1.0
1678,Bluebird White City,Three Weeks,Sunday,0.0,0.0,-2.0,0.0,1.0,2.0,-1.0
79,Bluebird White City,Three Weeks,Full Week,0.0,3.0,-5.0,-3.0,-1.0,5.0,-1.0
1674,Bluebird White City,Four Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
74,Bluebird White City,Four Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1673,Bluebird White City,Five Weeks,Thursday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
73,Bluebird White City,Five Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1676,Bluebird White City,Six Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
77,Bluebird White City,Six Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1675,Bluebird White City,Seven Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
76,Bluebird White City,Seven Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1672,Bluebird White City,Eight Weeks,Tuesday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1671,Bluebird White City,Eight Weeks,Saturday,0.0,0.0,0.0,0.0,1.0,0.0,1.0
72,Bluebird White City,Eight Weeks,Full Week,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1727,Butlers Wharf Chophouse Restaurant,This Week,Monday,0.0,0.0,11.0,0.0,1.0,-11.0,-1.0
389,Butlers Wharf Chophouse Restaurant,This Week,Tuesday,2.0,0.0,4.0,2.0,2.0,-2.0,-0.5
390,Butlers Wharf Chophouse Restaurant,This Week,Wednesday,0.0,0.0,3.0,0.0,1.0,-3.0,-1.0
